male?,age,p
FALSE,143,0.0111212661509359
FALSE,144,0.0111212661509359
FALSE,145,0.0111212661509359
FALSE,146,0.0111212661509359
FALSE,147,0.0111212661509359
FALSE,148,0.0111212661509359
FALSE,149,0.0111212661509359
FALSE,150,0.0111212661509359
FALSE,151,0.0111212661509359
FALSE,152,0.0111212661509359
FALSE,153,0.0111212661509359
FALSE,154,0.0111212661509359
FALSE,155,0.0111212661509359
FALSE,156,0.0111212661509359
FALSE,157,0.0111212661509359
FALSE,158,0.0111212661509359
FALSE,159,0.0111212661509359
FALSE,160,0.0111212661509359
FALSE,161,0.0111212661509359
FALSE,162,0.0111212661509359
FALSE,163,0.0111212661509359
FALSE,164,0.0111212661509359
FALSE,165,0.0111212661509359
FALSE,166,0.0111212661509359
FALSE,167,0.0111212661509359
FALSE,168,0.0111212661509359
FALSE,169,0.0111212661509359
FALSE,170,0.0111212661509359
FALSE,171,0.0111212661509359
FALSE,172,0.0111212661509359
FALSE,173,0.0111212661509359
FALSE,174,0.0111212661509359
FALSE,175,0.0111212661509359
FALSE,176,0.0111212661509359
FALSE,177,0.0111212661509359
FALSE,178,0.0111212661509359
FALSE,179,0.0111212661509359
FALSE,180,0.0111212661509359
FALSE,181,0.0111212661509359
FALSE,182,0.0111212661509359
FALSE,183,0.0111212661509359
FALSE,184,0.0111212661509359
FALSE,185,0.0111212661509359
FALSE,186,0.0111212661509359
FALSE,187,0.0111212661509359
FALSE,188,0.0111212661509359
FALSE,189,0.0111212661509359
FALSE,190,0.0111212661509359
FALSE,191,0.0111212661509359
FALSE,192,0.0111212661509359
FALSE,193,0.0111212661509359
FALSE,194,0.0111212661509359
FALSE,195,0.0111212661509359
FALSE,196,0.0111212661509359
FALSE,197,0.0111212661509359
FALSE,198,0.0111212661509359
FALSE,199,0.0111212661509359
FALSE,200,0.0111212661509359
TRUE,65,0.0536705333692047
TRUE,66,0.0536705333692047
TRUE,67,0.0536705333692047
TRUE,68,0.0536705333692047
TRUE,69,0.0536705333692047
TRUE,70,0.0536705333692047
TRUE,71,0.0536705333692047
TRUE,72,0.0536705333692047
TRUE,73,0.0536705333692047
TRUE,74,0.0536705333692047
TRUE,75,0.0536705333692047
TRUE,76,0.0536705333692047
TRUE,77,0.0536705333692047
TRUE,78,0.0536705333692047
TRUE,79,0.0536705333692047
TRUE,80,0.0536705333692047
TRUE,81,0.0536705333692047
TRUE,82,0.0536705333692047
TRUE,83,0.0536705333692047
TRUE,84,0.0536705333692047
TRUE,85,0.0536705333692047
TRUE,86,0.0536705333692047
TRUE,87,0.0536705333692047
TRUE,88,0.0536705333692047
TRUE,89,0.0536705333692047
TRUE,90,0.0536705333692047
TRUE,91,0.0536705333692047
TRUE,92,0.0536705333692047
TRUE,93,0.0536705333692047
TRUE,94,0.0536705333692047
TRUE,95,0.0536705333692047
TRUE,96,0.0536705333692047
TRUE,97,0.0536705333692047
TRUE,98,0.0536705333692047
TRUE,99,0.0536705333692047
TRUE,100,0.0536705333692047
TRUE,101,0.0536705333692047
TRUE,102,0.0536705333692047
TRUE,103,0.0536705333692047
TRUE,104,0.0536705333692047
TRUE,105,0.0536705333692047
TRUE,106,0.0536705333692047
TRUE,107,0.0536705333692047
TRUE,108,0.0536705333692047
TRUE,109,0.0536705333692047
TRUE,110,0.0536705333692047
TRUE,111,0.0536705333692047
TRUE,112,0.0536705333692047
TRUE,113,0.0536705333692047
TRUE,114,0.0536705333692047
TRUE,115,0.0536705333692047
TRUE,116,0.0536705333692047
TRUE,117,0.0536705333692047
