"BehaviorSpace results (NetLogo 6.0.4)"
"PROTON-OC.nlogo"
"exp"
"04/23/2019 21:26:16:418 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-oc-persons","data-folder","criminal-rate","employment-rate","education-rate","law-enforcement-rate","punishment-length","[step]","o1","o2","o3","o4","o5","o6","o7a","o7b","o7c","o8a","o8b","o8c","o9a","o9b","o9c","o10a","o10b","o10c","o11","o12"
"55","20","inputs/palermo/data/","2","2","1","2","2","1","20","548","48","1","[[-1 19] [-0.9 0] [-0.8 0] [-0.7 1] [-0.6 0] [-0.5 0] [-0.4 16] [-0.3 12] [-0.2 0] [-0.1 113] [0.1 291] [0.2 57] [0.3 2] [0.4 9] [0.5 15] [0.6 2] [0.7 7] [0.8 0] [0.9 0] [1 4]]","[[0 0] [0.1 360] [0.2 116] [0.3 34] [0.4 8] [0.5 6] [0.6 2] [0.7 2] [0.8 20] [0.9 0] [1 0]]","[[3 169] [-1 47] [4 70] [1 39] [2 196] [0 27]]","[[3 146] [4 36] [2 109] [1 224] [5 33]]","[[1 432] [3 22] [2 90] [4 4]]","[[1 2] [2 9] [3 6] [4 2] [-1 1]]","[[2 6] [4 3] [5 3] [1 4] [3 4]]","[[1 18] [2 2]]","[[3 163] [4 68] [2 187] [0 27] [-1 46] [1 37]]","[[1 220] [5 30] [2 103] [3 142] [4 33]]","[[3 22] [1 414] [2 88] [4 4]]","[[3 169] [-1 47] [4 70] [1 39] [2 196] [0 27]]","[[3 146] [4 36] [2 109] [1 224] [5 33]]","[[1 432] [3 22] [2 90] [4 4]]","0","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","15","23","3","770","106","[[-1 102] [-0.9 10] [-0.8 23] [-0.7 23] [-0.6 22] [-0.5 16] [-0.4 37] [-0.3 54] [-0.2 52] [-0.1 114] [0.1 39] [0.2 9] [0.3 5] [0.4 8] [0.5 3] [0.6 5] [0.7 2] [0.8 1] [0.9 1] [1 5]]","[[0 0] [0.1 402] [0.2 53] [0.3 27] [0.4 12] [0.5 5] [0.6 3] [0.7 4] [0.8 2] [0.9 0] [1 23]]","[[2 2] [3 1]]","[[1 3]]","[[2 1] [1 2]]","[[2 15] [3 6] [1 1] [4 1]]","[[1 15] [3 4] [2 3] [4 1]]","[[2 6] [1 16] [3 1]]","[[2 200] [1 38] [4 62] [3 129] [-1 68] [0 11]]","[[5 48] [2 84] [1 195] [3 125] [4 44] [-1 12]]","[[1 400] [2 77] [3 26] [4 5]]","[[4 63] [-1 68] [3 135] [1 39] [2 215] [0 11]]","[[1 210] [3 129] [5 48] [2 87] [-1 12] [4 45]]","[[1 416] [3 27] [2 83] [4 5]]","4","1"
"54","20","inputs/palermo/data/","2","2","1","2","1","7","36","10","352","68","[[-1 33] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 0] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 76] [0.1 324] [0.2 47] [0.3 9] [0.4 18] [0.5 5] [0.6 7] [0.7 2] [0.8 1] [0.9 0] [1 13]]","[[0 0] [0.1 171] [0.2 164] [0.3 126] [0.4 20] [0.5 6] [0.6 6] [0.7 7] [0.8 4] [0.9 9] [1 22]]","[[2 7] [3 3]]","[[3 4] [2 4] [1 2]]","[[2 5] [1 5]]","[[3 9] [2 19] [1 1] [4 6] [-1 1]]","[[2 9] [1 17] [3 7] [4 3]]","[[1 23] [2 10] [4 2] [3 1]]","[[1 40] [2 185] [4 84] [-1 51] [0 14] [3 125]]","[[1 195] [3 133] [2 93] [5 28] [4 50]]","[[1 401] [2 68] [4 9] [3 21]]","[[3 134] [-1 52] [2 204] [0 14] [4 90] [1 41]]","[[3 140] [1 212] [5 28] [4 53] [2 102]]","[[1 424] [2 78] [4 11] [3 22]]","0","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","16","23","3","819","109","[[-1 102] [-0.9 10] [-0.8 24] [-0.7 23] [-0.6 25] [-0.5 18] [-0.4 36] [-0.3 49] [-0.2 52] [-0.1 114] [0.1 40] [0.2 8] [0.3 6] [0.4 7] [0.5 3] [0.6 6] [0.7 2] [0.8 1] [0.9 1] [1 5]]","[[0 0] [0.1 404] [0.2 51] [0.3 27] [0.4 12] [0.5 4] [0.6 4] [0.7 5] [0.8 1] [0.9 1] [1 23]]","[[2 3]]","[[1 2] [4 1]]","[[2 2] [1 1]]","[[3 6] [2 15] [1 1] [4 1]]","[[1 15] [3 4] [2 3] [4 1]]","[[1 16] [2 6] [3 1]]","[[3 129] [4 62] [2 200] [1 38] [-1 69] [0 11]]","[[1 195] [4 44] [2 84] [5 48] [-1 12] [3 126]]","[[3 26] [1 401] [2 77] [4 5]]","[[2 215] [4 63] [3 135] [-1 69] [0 11] [1 39]]","[[3 130] [1 210] [5 48] [4 45] [2 87] [-1 12]]","[[1 417] [4 5] [3 27] [2 83]]","5","1"
"55","20","inputs/palermo/data/","2","2","1","2","2","2","20","2","96","4","[[-1 26] [-0.9 0] [-0.8 1] [-0.7 1] [-0.6 0] [-0.5 0] [-0.4 20] [-0.3 14] [-0.2 0] [-0.1 126] [0.1 302] [0.2 39] [0.3 3] [0.4 5] [0.5 8] [0.6 1] [0.7 2] [0.8 0] [0.9 0] [1 0]]","[[0 0] [0.1 373] [0.2 109] [0.3 29] [0.4 7] [0.5 6] [0.6 2] [0.7 2] [0.8 0] [0.9 20] [1 0]]","[[3 1] [2 1]]","[[5 1] [4 1]]","[[1 2]]","[[1 2] [2 9] [4 2] [3 6] [-1 1]]","[[1 4] [2 6] [3 4] [5 3] [4 3]]","[[1 18] [2 2]]","[[2 187] [3 163] [1 37] [4 68] [0 27] [-1 46]]","[[2 103] [3 142] [1 220] [5 30] [4 33]]","[[1 414] [2 88] [3 22] [4 4]]","[[3 169] [4 70] [1 39] [0 27] [2 196] [-1 47]]","[[2 109] [3 146] [4 36] [1 224] [5 33]]","[[1 432] [2 90] [3 22] [4 4]]","0","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","17","23","1","864","110","[[-1 102] [-0.9 11] [-0.8 25] [-0.7 23] [-0.6 24] [-0.5 18] [-0.4 36] [-0.3 50] [-0.2 52] [-0.1 111] [0.1 40] [0.2 8] [0.3 6] [0.4 7] [0.5 3] [0.6 6] [0.7 2] [0.8 1] [0.9 1] [1 5]]","[[0 0] [0.1 406] [0.2 47] [0.3 28] [0.4 13] [0.5 3] [0.6 4] [0.7 5] [0.8 1] [0.9 2] [1 22]]","[[2 1]]","[[1 1]]","[[1 1]]","[[3 6] [4 1] [2 15] [1 1]]","[[2 3] [1 15] [3 4] [4 1]]","[[1 16] [3 1] [2 6]]","[[3 128] [2 200] [4 62] [1 38] [-1 69] [0 11]]","[[5 48] [2 84] [1 195] [3 126] [-1 12] [4 43]]","[[1 400] [2 77] [3 26] [4 5]]","[[3 134] [-1 69] [4 63] [2 215] [1 39] [0 11]]","[[5 48] [1 210] [2 87] [3 130] [4 44] [-1 12]]","[[4 5] [1 416] [3 27] [2 83]]","5","1"
"56","20","inputs/palermo/data/","2","2","1","2","2","0","20","0","0","0","[[-1 0] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 0] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 55] [0.1 375] [0.2 54] [0.3 20] [0.4 18] [0.5 13] [0.6 4] [0.7 11] [0.8 0] [0.9 0] [1 0]]","[[0 0] [0.1 412] [0.2 79] [0.3 33] [0.4 16] [0.5 6] [0.6 4] [0.7 0] [0.8 0] [0.9 0] [1 0]]","[]","[]","[]","[[2 12] [3 6] [1 2]]","[[2 6] [3 8] [5 2] [1 2] [4 2]]","[[2 8] [1 12]]","[[3 152] [2 216] [4 79] [1 28] [-1 42] [0 13]]","[[5 47] [3 135] [1 189] [2 104] [4 55]]","[[1 397] [2 94] [3 32] [4 7]]","[[2 228] [3 158] [1 30] [-1 42] [4 79] [0 13]]","[[1 191] [4 57] [2 110] [3 143] [5 49]]","[[2 102] [1 409] [3 32] [4 7]]","0","1"
"54","20","inputs/palermo/data/","2","2","1","2","1","8","37","5","397","74","[[-1 33] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 0] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 77] [0.1 319] [0.2 46] [0.3 9] [0.4 19] [0.5 5] [0.6 7] [0.7 3] [0.8 1] [0.9 1] [1 13]]","[[0 0] [0.1 166] [0.2 153] [0.3 134] [0.4 18] [0.5 8] [0.6 5] [0.7 9] [0.8 7] [0.9 8] [1 25]]","[[2 3] [3 2]]","[[4 2] [1 1] [2 2]]","[[2 3] [4 1] [1 1]]","[[3 9] [2 20] [4 6] [1 1] [-1 1]]","[[4 4] [2 9] [1 17] [3 7]]","[[2 11] [1 23] [4 2] [3 1]]","[[-1 52] [4 83] [2 182] [3 125] [1 40] [0 14]]","[[5 28] [3 133] [2 92] [1 194] [4 49]]","[[1 400] [3 20] [2 67] [4 9]]","[[0 14] [3 134] [2 202] [4 89] [1 41] [-1 53]]","[[3 140] [4 53] [2 101] [1 211] [5 28]]","[[1 423] [3 21] [2 78] [4 11]]","0","1"
"52","20","inputs/palermo/data/","2","2","1","1","2","3","21","2","163","17","[[-1 4] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 3] [-0.5 3] [-0.4 26] [-0.3 0] [-0.2 0] [-0.1 86] [0.1 286] [0.2 49] [0.3 34] [0.4 26] [0.5 7] [0.6 1] [0.7 5] [0.8 0] [0.9 0] [1 10]]","[[0 0] [0.1 438] [0.2 69] [0.3 10] [0.4 1] [0.5 1] [0.6 0] [0.7 1] [0.8 1] [0.9 19] [1 0]]","[[2 2]]","[[1 1] [5 1]]","[[2 1] [3 1]]","[[4 2] [2 16] [3 3]]","[[4 3] [1 10] [2 5] [5 3]]","[[1 15] [2 5] [3 1]]","[[4 67] [2 186] [-1 63] [3 149] [1 37] [0 17]]","[[1 178] [3 153] [5 30] [2 88] [4 70]]","[[1 404] [2 84] [3 29] [4 2]]","[[2 202] [4 69] [3 152] [-1 63] [1 37] [0 17]]","[[1 188] [3 153] [4 73] [5 33] [2 93]]","[[1 419] [3 30] [2 89] [4 2]]","2","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","18","24","4","906","118","[[-1 103] [-0.9 11] [-0.8 26] [-0.7 23] [-0.6 28] [-0.5 17] [-0.4 36] [-0.3 46] [-0.2 51] [-0.1 109] [0.1 39] [0.2 9] [0.3 6] [0.4 7] [0.5 2] [0.6 6] [0.7 2] [0.8 1] [0.9 2] [1 5]]","[[0 0] [0.1 398] [0.2 49] [0.3 29] [0.4 12] [0.5 5] [0.6 4] [0.7 5] [0.8 2] [0.9 2] [1 23]]","[[2 3] [3 1]]","[[1 3] [3 1]]","[[1 2] [2 1] [4 1]]","[[3 7] [2 15] [4 1] [1 1]]","[[3 5] [1 15] [2 3] [4 1]]","[[4 1] [2 6] [1 16] [3 1]]","[[0 11] [4 62] [3 125] [2 200] [-1 69] [1 38]]","[[2 83] [5 48] [3 125] [1 194] [4 43] [-1 12]]","[[1 398] [2 77] [4 4] [3 26]]","[[2 215] [3 132] [-1 69] [1 39] [4 63] [0 11]]","[[2 86] [5 48] [1 209] [3 130] [4 44] [-1 12]]","[[2 83] [3 27] [1 414] [4 5]]","5","1"
"54","20","inputs/palermo/data/","2","2","1","2","1","9","39","8","443","83","[[-1 33] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 0] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 77] [0.1 309] [0.2 46] [0.3 12] [0.4 18] [0.5 3] [0.6 8] [0.7 3] [0.8 1] [0.9 2] [1 15]]","[[0 0] [0.1 161] [0.2 138] [0.3 140] [0.4 21] [0.5 11] [0.6 6] [0.7 9] [0.8 7] [0.9 9] [1 25]]","[[3 3] [2 5]]","[[2 2] [1 4] [3 2]]","[[1 7] [2 1]]","[[2 21] [4 6] [3 10] [1 1] [-1 1]]","[[4 4] [2 9] [1 19] [3 7]]","[[1 25] [2 11] [4 2] [3 1]]","[[3 119] [2 180] [-1 52] [4 83] [1 40] [0 14]]","[[2 92] [1 191] [5 28] [3 131] [4 46]]","[[1 393] [2 66] [3 20] [4 9]]","[[3 129] [0 14] [2 201] [4 89] [1 41] [-1 53]]","[[1 210] [2 101] [4 50] [3 138] [5 28]]","[[1 418] [2 77] [3 21] [4 11]]","1","1"
"56","20","inputs/palermo/data/","2","2","1","2","2","1","19","546","46","3","[[-1 29] [-0.9 0] [-0.8 0] [-0.7 16] [-0.6 0] [-0.5 2] [-0.4 18] [-0.3 8] [-0.2 7] [-0.1 69] [0.1 328] [0.2 29] [0.3 0] [0.4 9] [0.5 12] [0.6 5] [0.7 10] [0.8 0] [0.9 0] [1 4]]","[[0 0] [0.1 415] [0.2 76] [0.3 30] [0.4 16] [0.5 6] [0.6 3] [0.7 0] [0.8 0] [0.9 0] [1 0]]","[[3 156] [4 79] [-1 42] [2 226] [1 30] [0 13]]","[[3 141] [2 109] [5 49] [1 190] [4 57]]","[[1 406] [2 101] [3 32] [4 7]]","[[3 6] [2 11] [1 2]]","[[3 8] [1 2] [2 5] [5 2] [4 2]]","[[1 12] [2 7]]","[[2 215] [3 150] [1 28] [4 79] [-1 42] [0 13]]","[[3 133] [1 188] [4 55] [5 47] [2 104]]","[[2 94] [1 394] [3 32] [4 7]]","[[3 156] [4 79] [-1 42] [2 226] [1 30] [0 13]]","[[3 141] [2 109] [5 49] [1 190] [4 57]]","[[1 406] [2 101] [3 32] [4 7]]","0","1"
"55","20","inputs/palermo/data/","2","2","1","2","2","3","20","5","139","9","[[-1 26] [-0.9 0] [-0.8 1] [-0.7 1] [-0.6 0] [-0.5 1] [-0.4 20] [-0.3 13] [-0.2 0] [-0.1 126] [0.1 301] [0.2 38] [0.3 4] [0.4 5] [0.5 8] [0.6 1] [0.7 2] [0.8 0] [0.9 0] [1 0]]","[[0 0] [0.1 373] [0.2 109] [0.3 27] [0.4 8] [0.5 6] [0.6 2] [0.7 2] [0.8 0] [0.9 16] [1 4]]","[[3 3] [2 1] [4 1]]","[[5 2] [2 1] [1 2]]","[[1 4] [2 1]]","[[2 9] [3 6] [-1 1] [4 2] [1 2]]","[[5 3] [2 6] [3 4] [4 3] [1 4]]","[[1 18] [2 2]]","[[4 68] [3 163] [2 186] [1 37] [-1 46] [0 27]]","[[4 33] [3 141] [2 103] [1 220] [5 30]]","[[4 4] [1 413] [2 88] [3 22]]","[[-1 47] [3 169] [2 195] [0 27] [4 70] [1 39]]","[[1 224] [3 145] [4 36] [5 33] [2 109]]","[[1 431] [2 90] [4 4] [3 22]]","2","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","19","24","3","950","121","[[-1 104] [-0.9 10] [-0.8 27] [-0.7 22] [-0.6 31] [-0.5 15] [-0.4 38] [-0.3 43] [-0.2 50] [-0.1 108] [0.1 39] [0.2 9] [0.3 6] [0.4 7] [0.5 2] [0.6 6] [0.7 2] [0.8 1] [0.9 2] [1 5]]","[[0 0] [0.1 398] [0.2 48] [0.3 26] [0.4 14] [0.5 5] [0.6 4] [0.7 5] [0.8 2] [0.9 2] [1 23]]","[[2 3]]","[[1 3]]","[[1 2] [2 1]]","[[1 1] [3 7] [2 15] [4 1]]","[[1 15] [3 5] [2 3] [4 1]]","[[1 16] [2 6] [3 1] [4 1]]","[[3 123] [2 200] [1 38] [4 62] [0 11] [-1 69]]","[[4 43] [1 192] [5 48] [3 125] [2 83] [-1 12]]","[[1 396] [2 77] [3 26] [4 4]]","[[4 63] [2 215] [3 130] [1 39] [-1 69] [0 11]]","[[4 44] [5 48] [1 207] [3 130] [2 86] [-1 12]]","[[1 412] [3 27] [2 83] [4 5]]","5","1"
"27","20","inputs/palermo/data/","1","2","2","1","2","17","57","8","809","257","[[-1 76] [-0.9 25] [-0.8 3] [-0.7 3] [-0.6 5] [-0.5 13] [-0.4 21] [-0.3 0] [-0.2 31] [-0.1 122] [0.1 108] [0.2 42] [0.3 11] [0.4 1] [0.5 0] [0.6 17] [0.7 2] [0.8 4] [0.9 5] [1 51]]","[[0 0] [0.1 70] [0.2 311] [0.3 99] [0.4 4] [0.5 1] [0.6 2] [0.7 0] [0.8 4] [0.9 9] [1 40]]","[[2 6] [3 1] [1 1]]","[[2 1] [1 4] [4 1] [3 2]]","[[2 5] [1 3]]","[[2 24] [3 22] [4 7] [1 4]]","[[2 13] [4 6] [3 11] [1 26] [5 1]]","[[2 14] [1 40] [3 3]]","[[2 174] [-1 82] [3 126] [4 49] [1 35] [0 17]]","[[3 119] [1 162] [4 36] [2 103] [5 40] [-1 23]]","[[1 385] [2 67] [3 24] [4 7]]","[[2 198] [3 148] [1 39] [-1 82] [0 17] [4 56]]","[[1 188] [5 41] [3 130] [-1 23] [2 116] [4 42]]","[[1 425] [2 81] [3 27] [4 7]]","5","1"
"54","20","inputs/palermo/data/","2","2","1","2","1","10","43","14","491","105","[[-1 33] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 0] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 77] [0.1 303] [0.2 48] [0.3 11] [0.4 17] [0.5 4] [0.6 9] [0.7 2] [0.8 1] [0.9 3] [1 16]]","[[0 0] [0.1 153] [0.2 129] [0.3 144] [0.4 26] [0.5 11] [0.6 5] [0.7 9] [0.8 12] [0.9 8] [1 27]]","[[2 6] [3 5] [4 2] [1 1]]","[[1 3] [5 1] [4 1] [2 4] [3 5]]","[[1 8] [4 2] [2 4]]","[[3 11] [2 22] [1 2] [-1 1] [4 7]]","[[3 10] [1 19] [2 9] [4 4] [5 1]]","[[1 28] [4 2] [2 12] [3 1]]","[[2 178] [3 117] [0 14] [4 81] [1 39] [-1 52]]","[[1 189] [4 45] [5 27] [3 128] [2 92]]","[[1 388] [2 65] [3 20] [4 8]]","[[3 128] [1 41] [-1 53] [2 200] [4 88] [0 14]]","[[3 138] [1 208] [4 49] [2 101] [5 28]]","[[1 416] [2 77] [3 21] [4 10]]","1","1"
"56","20","inputs/palermo/data/","2","2","1","2","2","2","19","1","91","4","[[-1 33] [-0.9 0] [-0.8 0] [-0.7 20] [-0.6 1] [-0.5 3] [-0.4 21] [-0.3 10] [-0.2 10] [-0.1 79] [0.1 335] [0.2 16] [0.3 0] [0.4 5] [0.5 1] [0.6 3] [0.7 6] [0.8 0] [0.9 0] [1 1]]","[[0 0] [0.1 409] [0.2 28] [0.3 43] [0.4 18] [0.5 17] [0.6 4] [0.7 5] [0.8 1] [0.9 13] [1 6]]","[[1 1]]","[[3 1]]","[[2 1]]","[[2 11] [1 2] [3 6]]","[[3 8] [4 2] [2 5] [5 2] [1 2]]","[[2 7] [1 12]]","[[3 150] [2 213] [4 79] [0 13] [1 28] [-1 42]]","[[3 133] [1 187] [2 103] [4 55] [5 47]]","[[1 392] [3 32] [2 94] [4 7]]","[[-1 42] [4 79] [2 224] [3 156] [0 13] [1 30]]","[[4 57] [5 49] [2 108] [1 189] [3 141]]","[[1 404] [2 101] [3 32] [4 7]]","0","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","20","24","4","995","125","[[-1 105] [-0.9 10] [-0.8 27] [-0.7 22] [-0.6 32] [-0.5 15] [-0.4 39] [-0.3 39] [-0.2 50] [-0.1 108] [0.1 37] [0.2 10] [0.3 6] [0.4 7] [0.5 2] [0.6 6] [0.7 2] [0.8 1] [0.9 2] [1 5]]","[[0 0] [0.1 395] [0.2 49] [0.3 28] [0.4 12] [0.5 5] [0.6 4] [0.7 5] [0.8 1] [0.9 2] [1 24]]","[[3 2] [2 2]]","[[1 3] [2 1]]","[[1 3] [2 1]]","[[2 15] [4 1] [3 7] [1 1]]","[[1 15] [3 5] [2 3] [4 1]]","[[1 16] [3 1] [2 6] [4 1]]","[[3 122] [2 200] [-1 68] [4 62] [1 38] [0 11]]","[[4 43] [3 125] [1 191] [2 82] [5 48] [-1 12]]","[[1 394] [3 26] [2 77] [4 4]]","[[4 63] [2 215] [3 129] [-1 68] [1 39] [0 11]]","[[3 130] [2 85] [4 44] [1 206] [5 48] [-1 12]]","[[1 410] [2 83] [4 5] [3 27]]","5","1"
"31","20","inputs/palermo/data/","1","2","2","2","2","17","39","9","818","174","[[-1 129] [-0.9 30] [-0.8 1] [-0.7 26] [-0.6 3] [-0.5 7] [-0.4 15] [-0.3 13] [-0.2 109] [-0.1 59] [0.1 87] [0.2 4] [0.3 7] [0.4 16] [0.5 0] [0.6 17] [0.7 0] [0.8 2] [0.9 3] [1 12]]","[[0 0] [0.1 138] [0.2 322] [0.3 36] [0.4 3] [0.5 1] [0.6 4] [0.7 2] [0.8 1] [0.9 10] [1 23]]","[[3 7] [2 2]]","[[1 9]]","[[2 2] [1 7]]","[[2 17] [4 4] [3 16] [-1 1] [1 1]]","[[1 26] [3 7] [2 1] [4 2] [5 3]]","[[1 29] [2 8] [3 1] [4 1]]","[[3 119] [1 41] [2 193] [4 46] [-1 85] [0 17]]","[[1 159] [3 124] [5 34] [2 98] [4 62] [-1 24]]","[[1 363] [2 121] [3 15] [4 2]]","[[2 210] [-1 86] [3 135] [1 42] [4 50] [0 17]]","[[1 185] [-1 24] [5 37] [2 99] [4 64] [3 131]]","[[1 392] [2 129] [3 16] [4 3]]","10","1"
"55","20","inputs/palermo/data/","2","2","1","2","2","4","22","5","187","15","[[-1 26] [-0.9 0] [-0.8 1] [-0.7 1] [-0.6 0] [-0.5 1] [-0.4 20] [-0.3 13] [-0.2 0] [-0.1 126] [0.1 296] [0.2 40] [0.3 4] [0.4 5] [0.5 8] [0.6 1] [0.7 2] [0.8 0] [0.9 0] [1 0]]","[[0 0] [0.1 359] [0.2 119] [0.3 27] [0.4 9] [0.5 6] [0.6 2] [0.7 2] [0.8 0] [0.9 16] [1 4]]","[[2 5]]","[[3 3] [1 1] [2 1]]","[[2 2] [1 3]]","[[2 11] [1 2] [-1 1] [4 2] [3 6]]","[[2 6] [3 5] [4 3] [1 5] [5 3]]","[[1 19] [2 3]]","[[4 66] [2 184] [3 163] [1 36] [0 27] [-1 46]]","[[3 139] [1 219] [2 101] [5 30] [4 33]]","[[3 22] [2 87] [1 409] [4 4]]","[[2 195] [3 169] [1 38] [4 68] [-1 47] [0 27]]","[[4 36] [1 224] [3 144] [2 107] [5 33]]","[[2 90] [1 428] [3 22] [4 4]]","3","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","21","24","1","1038","126","[[-1 108] [-0.9 10] [-0.8 29] [-0.7 20] [-0.6 31] [-0.5 15] [-0.4 40] [-0.3 37] [-0.2 49] [-0.1 108] [0.1 37] [0.2 10] [0.3 6] [0.4 7] [0.5 2] [0.6 6] [0.7 2] [0.8 1] [0.9 2] [1 5]]","[[0 0] [0.1 395] [0.2 49] [0.3 28] [0.4 12] [0.5 5] [0.6 4] [0.7 5] [0.8 1] [0.9 2] [1 24]]","[[2 1]]","[[1 1]]","[[1 1]]","[[4 1] [3 7] [2 15] [1 1]]","[[1 15] [2 3] [3 5] [4 1]]","[[3 1] [1 16] [2 6] [4 1]]","[[4 62] [2 200] [3 122] [0 11] [-1 68] [1 38]]","[[1 191] [3 125] [5 48] [2 82] [4 43] [-1 12]]","[[1 394] [2 77] [3 26] [4 4]]","[[3 129] [1 39] [2 215] [-1 68] [4 63] [0 11]]","[[3 130] [2 85] [1 206] [-1 12] [4 44] [5 48]]","[[1 410] [2 83] [3 27] [4 5]]","5","1"
"56","20","inputs/palermo/data/","2","2","1","2","2","3","19","7","137","12","[[-1 33] [-0.9 0] [-0.8 0] [-0.7 20] [-0.6 1] [-0.5 4] [-0.4 21] [-0.3 9] [-0.2 12] [-0.1 77] [0.1 333] [0.2 16] [0.3 0] [0.4 5] [0.5 1] [0.6 3] [0.7 6] [0.8 0] [0.9 0] [1 1]]","[[0 0] [0.1 413] [0.2 26] [0.3 43] [0.4 14] [0.5 18] [0.6 4] [0.7 4] [0.8 1] [0.9 13] [1 6]]","[[1 1] [2 5] [3 1]]","[[3 2] [4 2] [1 1] [5 1] [2 1]]","[[2 3] [1 4]]","[[3 6] [2 11] [1 2]]","[[3 8] [2 5] [4 2] [1 2] [5 2]]","[[1 12] [2 7]]","[[3 150] [2 212] [-1 42] [4 78] [1 28] [0 13]]","[[3 133] [2 102] [1 186] [5 47] [4 55]]","[[2 92] [1 392] [4 7] [3 32]]","[[4 78] [3 156] [2 223] [0 13] [-1 42] [1 30]]","[[3 141] [2 107] [1 188] [4 57] [5 49]]","[[3 32] [1 404] [2 99] [4 7]]","0","1"
"54","20","inputs/palermo/data/","2","2","1","2","1","11","44","5","535","113","[[-1 33] [-0.9 0] [-0.8 0] [-0.7 0] [-0.6 0] [-0.5 0] [-0.4 0] [-0.3 0] [-0.2 0] [-0.1 77] [0.1 297] [0.2 47] [0.3 15] [0.4 18] [0.5 3] [0.6 10] [0.7 2] [0.8 2] [0.9 4] [1 16]]","[[0 0] [0.1 153] [0.2 124] [0.3 137] [0.4 37] [0.5 11] [0.6 4] [0.7 8] [0.8 12] [0.9 10] [1 28]]","[[3 1] [2 3] [4 1]]","[[1 2] [4 1] [2 2]]","[[1 3] [4 1] [2 1]]","[[4 7] [1 2] [2 23] [3 11] [-1 1]]","[[4 4] [3 10] [1 19] [2 10] [5 1]]","[[4 2] [1 29] [2 12] [3 1]]","[[-1 52] [4 81] [2 177] [3 117] [1 39] [0 14]]","[[3 128] [2 91] [4 45] [1 189] [5 27]]","[[1 387] [2 65] [3 20] [4 8]]","[[4 88] [3 128] [2 200] [-1 53] [1 41] [0 14]]","[[3 138] [1 208] [4 49] [2 101] [5 28]]","[[4 10] [1 416] [2 77] [3 21]]","1","1"
"53","20","inputs/palermo/data/","2","2","1","2","1","22","24","2","1081","128","[[-1 108] [-0.9 11] [-0.8 30] [-0.7 19] [-0.6 32] [-0.5 15] [-0.4 40] [-0.3 34] [-0.2 49] [-0.1 107] [0.1 37] [0.2 10] [0.3 6] [0.4 7] [0.5 2] [0.6 6] [0.7 2] [0.8 1] [0.9 2] [1 5]]","[[0 0] [0.1 394] [0.2 50] [0.3 27] [0.4 11] [0.5 5] [0.6 5] [0.7 4] [0.8 1] [0.9 2] [1 24]]","[[2 2]]","[[3 1] [1 1]]","[[1 1] [2 1]]","[[1 1] [2 15] [3 7] [4 1]]","[[1 15] [3 5] [2 3] [4 1]]","[[1 16] [2 6] [3 1] [4 1]]","[[2 199] [1 38] [4 62] [-1 68] [3 121] [0 11]]","[[2 82] [4 43] [1 191] [3 123] [5 48] [-1 12]]","[[1 393] [3 26] [2 76] [4 4]]","[[4 63] [2 214] [-1 68] [3 128] [1 39] [0 11]]","[[1 206] [3 128] [-1 12] [2 85] [4 44] [5 48]]","[[1 409] [2 82] [3 27] [4 5]]","5","1"
