child_number,age_of_mother,age_of_child,p
1,88,60,0.0564516129032258
1,88,61,0.0524193548387097
1,88,62,0.0443548387096774
1,88,63,0.0282258064516129
1,88,64,0.0362903225806452
1,88,65,0.0201612903225806
1,88,66,0.0362903225806452
1,88,67,0.0120967741935484
1,88,68,0.0120967741935484
1,88,69,0.00806451612903226
1,88,72,0.00403225806451613
1,89,45,0.00537634408602151
1,89,47,0.0161290322580645
1,89,48,0.0376344086021505
1,89,49,0.0268817204301075
1,89,50,0.0537634408602151
1,89,51,0.0913978494623656
1,89,52,0.0752688172043011
1,89,53,0.0161290322580645
1,89,54,0.0591397849462366
1,89,55,0.0268817204301075
1,89,56,0.0645161290322581
1,89,57,0.0698924731182796
1,89,58,0.0376344086021505
1,89,59,0.0591397849462366
1,89,60,0.0645161290322581
1,89,61,0.0752688172043011
1,89,62,0.0483870967741935
1,89,63,0.0483870967741935
1,89,64,0.0268817204301075
1,89,65,0.0268817204301075
1,89,66,0.010752688172043
1,89,67,0.0161290322580645
1,89,68,0.010752688172043
1,89,69,0.010752688172043
1,89,70,0.021505376344086
1,90,46,0.0180722891566265
1,90,47,0.0301204819277108
1,90,48,0.00602409638554217
1,90,49,0.00602409638554217
1,90,50,0.0301204819277108
1,90,51,0.0481927710843374
1,90,52,0.0542168674698795
1,90,53,0.0421686746987952
1,90,54,0.0421686746987952
1,90,55,0.0542168674698795
1,90,56,0.0963855421686747
1,90,57,0.036144578313253
1,90,58,0.0481927710843374
1,90,59,0.036144578313253
1,90,60,0.0903614457831325
1,90,61,0.0421686746987952
1,90,62,0.0421686746987952
1,90,63,0.0542168674698795
1,90,64,0.0301204819277108
1,90,65,0.0602409638554217
1,90,66,0.036144578313253
1,90,67,0.036144578313253
1,90,68,0.0240963855421687
1,90,69,0.0240963855421687
1,90,72,0.0120481927710843
1,91,48,0.00694444444444444
1,91,49,0.0347222222222222
1,91,50,0.00694444444444444
1,91,51,0.0625
1,91,52,0.00694444444444444
1,91,53,0.0555555555555556
1,91,54,0.0555555555555556
1,91,55,0.0555555555555556
1,91,56,0.0763888888888889
1,91,57,0.0347222222222222
1,91,58,0.0486111111111111
1,91,59,0.0347222222222222
1,91,60,0.0833333333333333
1,91,61,0.0486111111111111
1,91,62,0.0416666666666667
1,91,63,0.0625
1,91,64,0.0486111111111111
1,91,65,0.0486111111111111
1,91,66,0.0486111111111111
1,91,67,0.0347222222222222
1,91,68,0.0208333333333333
1,91,69,0.0138888888888889
1,91,70,0.0208333333333333
1,91,71,0.0208333333333333
1,91,72,0.0138888888888889
1,91,73,0.00694444444444444
1,91,75,0.00694444444444444
1,92,48,0.0210526315789474
1,92,49,0.0210526315789474
1,92,50,0.0210526315789474
1,92,51,0.0105263157894737
1,92,52,0.0631578947368421
1,92,53,0.0421052631578947
1,92,54,0.0526315789473684
1,92,55,0.0526315789473684
1,92,56,0.0421052631578947
1,92,57,0.0631578947368421
1,92,58,0.0315789473684211
1,92,59,0.0315789473684211
1,92,60,0.0736842105263158
1,92,61,0.0947368421052632
1,92,62,0.0526315789473684
1,92,63,0.0315789473684211
1,92,64,0.0526315789473684
1,92,65,0.0526315789473684
1,92,66,0.0315789473684211
1,92,67,0.0315789473684211
1,92,68,0.0526315789473684
1,92,69,0.0421052631578947
1,92,70,0.0210526315789474
1,92,72,0.0105263157894737
1,93,46,0.0111111111111111
1,93,48,0.0111111111111111
1,93,49,0.0444444444444444
1,93,50,0.0111111111111111
1,93,51,0.0333333333333333
1,93,52,0.0222222222222222
1,93,53,0.0111111111111111
1,93,54,0.0111111111111111
1,93,55,0.0333333333333333
1,93,56,0.0777777777777778
1,93,57,0.0333333333333333
1,93,58,0.0333333333333333
1,93,59,0.0333333333333333
1,93,60,0.0444444444444444
1,93,61,0.0333333333333333
1,93,62,0.0444444444444444
1,93,63,0.0666666666666667
1,93,64,0.111111111111111
1,93,66,0.0444444444444444
1,93,67,0.0555555555555556
1,93,68,0.0222222222222222
1,93,69,0.0444444444444444
1,93,70,0.1
1,93,71,0.0111111111111111
1,93,72,0.0111111111111111
1,93,73,0.0222222222222222
1,93,74,0.0111111111111111
1,93,75,0.0111111111111111
1,94,51,0.0135135135135135
1,94,52,0.0135135135135135
1,94,53,0.0810810810810811
1,94,54,0.0675675675675676
1,94,55,0.0405405405405405
1,94,57,0.0405405405405405
1,94,58,0.148648648648649
1,94,59,0.0405405405405405
1,94,60,0.0405405405405405
1,94,61,0.0810810810810811
1,94,62,0.0540540540540541
1,94,63,0.0810810810810811
1,94,64,0.0405405405405405
1,94,65,0.0540540540540541
1,94,66,0.0540540540540541
1,94,67,0.0540540540540541
1,94,68,0.0135135135135135
1,94,70,0.0135135135135135
1,94,71,0.0135135135135135
1,94,72,0.0135135135135135
1,94,73,0.027027027027027
1,94,75,0.0135135135135135
1,95,50,0.0188679245283019
1,95,51,0.0188679245283019
1,95,52,0.0377358490566038
1,95,53,0.0188679245283019
1,95,54,0.0188679245283019
1,95,55,0.0377358490566038
1,95,56,0.0188679245283019
1,95,57,0.0377358490566038
1,95,58,0.0943396226415094
1,95,59,0.0188679245283019
1,95,60,0.0754716981132075
1,95,61,0.0188679245283019
1,95,62,0.0754716981132075
1,95,63,0.0377358490566038
1,95,64,0.0943396226415094
1,95,65,0.0377358490566038
1,95,66,0.0377358490566038
1,95,67,0.0943396226415094
1,95,68,0.0566037735849057
1,95,69,0.0188679245283019
1,95,70,0.0377358490566038
1,95,71,0.0188679245283019
1,95,72,0.0377358490566038
1,95,76,0.0188679245283019
1,95,78,0.0188679245283019
1,96,52,0.0416666666666667
1,96,55,0.0416666666666667
1,96,56,0.125
1,96,57,0.0416666666666667
1,96,59,0.0833333333333333
1,96,60,0.0416666666666667
1,96,62,0.166666666666667
1,96,63,0.0416666666666667
1,96,64,0.0416666666666667
1,96,65,0.0833333333333333
1,96,66,0.0416666666666667
1,96,69,0.0833333333333333
1,96,71,0.0416666666666667
1,96,72,0.0416666666666667
1,96,76,0.0416666666666667
1,96,80,0.0416666666666667
1,97,50,0.0454545454545455
1,97,54,0.0454545454545455
1,97,55,0.0454545454545455
1,97,57,0.0454545454545455
1,97,58,0.0454545454545455
1,97,59,0.0454545454545455
1,97,60,0.0454545454545455
1,97,61,0.0909090909090909
1,97,62,0.0454545454545455
1,97,63,0.0454545454545455
1,97,64,0.0454545454545455
1,97,66,0.0454545454545455
1,97,67,0.0909090909090909
1,97,70,0.136363636363636
1,97,71,0.0454545454545455
1,97,72,0.0454545454545455
1,97,74,0.0454545454545455
1,97,81,0.0454545454545455
1,98,55,0.111111111111111
1,98,56,0.0555555555555556
1,98,61,0.0555555555555556
1,98,62,0.0555555555555556
1,98,63,0.0555555555555556
1,98,64,0.111111111111111
1,98,65,0.0555555555555556
1,98,68,0.0555555555555556
1,98,69,0.166666666666667
1,98,70,0.0555555555555556
1,98,71,0.111111111111111
1,98,72,0.0555555555555556
1,98,74,0.0555555555555556
1,99,66,0.333333333333333
1,99,71,0.333333333333333
1,99,76,0.333333333333333
1,100,55,0.5
1,100,73,0.5
1,101,53,0.2
1,101,59,0.2
1,101,63,0.2
1,101,66,0.2
1,101,73,0.2
1,102,50,1
1,103,62,1
2,18,1,0.5
2,18,3,0.5
2,19,0,0.1
2,19,1,0.3
2,19,2,0.4
2,19,3,0.1
2,19,4,0.1
2,20,0,0.333333333333333
2,20,1,0.2
2,20,2,0.155555555555556
2,20,3,0.2
2,20,4,0.0444444444444444
2,20,5,0.0666666666666667
2,21,0,0.227272727272727
2,21,1,0.113636363636364
2,21,2,0.204545454545455
2,21,3,0.136363636363636
2,21,4,0.181818181818182
2,21,5,0.136363636363636
2,22,0,0.18
2,22,1,0.16
2,22,2,0.16
2,22,3,0.16
2,22,4,0.09
2,22,5,0.14
2,22,6,0.09
2,22,7,0.02
2,23,0,0.203947368421053
2,23,1,0.138157894736842
2,23,2,0.151315789473684
2,23,3,0.131578947368421
2,23,4,0.144736842105263
2,23,5,0.118421052631579
2,23,6,0.0592105263157895
2,23,7,0.0328947368421053
2,23,8,0.0197368421052632
2,24,0,0.168067226890756
2,24,1,0.163865546218487
2,24,2,0.121848739495798
2,24,3,0.109243697478992
2,24,4,0.126050420168067
2,24,5,0.092436974789916
2,24,6,0.113445378151261
2,24,7,0.0714285714285714
2,24,8,0.0210084033613445
2,24,9,0.0126050420168067
2,25,0,0.151595744680851
2,25,1,0.11968085106383
2,25,2,0.125
2,25,3,0.106382978723404
2,25,4,0.127659574468085
2,25,5,0.122340425531915
2,25,6,0.0930851063829787
2,25,7,0.074468085106383
2,25,8,0.0531914893617021
2,25,9,0.0159574468085106
2,25,10,0.0106382978723404
2,26,0,0.12962962962963
2,26,1,0.122685185185185
2,26,2,0.125
2,26,3,0.12037037037037
2,26,4,0.087962962962963
2,26,5,0.113425925925926
2,26,6,0.0856481481481482
2,26,7,0.0833333333333333
2,26,8,0.0532407407407407
2,26,9,0.0462962962962963
2,26,10,0.0185185185185185
2,26,11,0.0115740740740741
2,26,12,0.00231481481481481
2,27,0,0.126068376068376
2,27,1,0.104700854700855
2,27,2,0.126068376068376
2,27,3,0.121794871794872
2,27,4,0.111111111111111
2,27,5,0.0876068376068376
2,27,6,0.108974358974359
2,27,7,0.0790598290598291
2,27,8,0.047008547008547
2,27,9,0.0427350427350427
2,27,10,0.0277777777777778
2,27,11,0.0128205128205128
2,27,12,0.00213675213675214
2,27,13,0.00213675213675214
2,28,0,0.108843537414966
2,28,1,0.107142857142857
2,28,2,0.122448979591837
2,28,3,0.0901360544217687
2,28,4,0.115646258503401
2,28,5,0.0918367346938776
2,28,6,0.0935374149659864
2,28,7,0.0850340136054422
2,28,8,0.049319727891156503
2,28,9,0.0527210884353742
2,28,10,0.0425170068027211
2,28,11,0.0272108843537415
2,28,12,0.00680272108843537
2,28,13,0.00510204081632653
2,28,14,0.00170068027210884
2,29,0,0.0950226244343891
2,29,1,0.123303167420814
2,29,2,0.106334841628959
2,29,3,0.1289592760181
2,29,4,0.107466063348416
2,29,5,0.10972850678733
2,29,6,0.080316742081448
2,29,7,0.0678733031674208
2,29,8,0.0576923076923077
2,29,9,0.0475113122171946
2,29,10,0.0305429864253394
2,29,11,0.0192307692307692
2,29,12,0.0113122171945701
2,29,13,0.0113122171945701
2,29,14,0.00339366515837104
2,30,0,0.104077253218884
2,30,1,0.107296137339056
2,30,2,0.092274678111588
2,30,3,0.111587982832618
2,30,4,0.111587982832618
2,30,5,0.0740343347639485
2,30,6,0.0912017167381974
2,30,7,0.0686695278969957
2,30,8,0.0718884120171674
2,30,9,0.0515021459227468
2,30,10,0.0429184549356223
2,30,11,0.0268240343347639
2,30,12,0.0246781115879828
2,30,13,0.0139484978540773
2,30,14,0.00321888412017167
2,30,15,0.00321888412017167
2,30,16,0.00107296137339056
2,31,0,0.0866952789699571
2,31,1,0.0944206008583691
2,31,2,0.0987124463519313
2,31,3,0.096137339055794
2,31,4,0.113304721030043
2,31,5,0.103004291845494
2,31,6,0.0849785407725322
2,31,7,0.0789699570815451
2,31,8,0.0592274678111588
2,31,9,0.0506437768240343
2,31,10,0.0343347639484979
2,31,11,0.032618025751073
2,31,12,0.0248927038626609
2,31,13,0.0171673819742489
2,31,14,0.015450643776824
2,31,15,0.00600858369098712
2,31,16,0.00171673819742489
2,31,17,0.00171673819742489
2,32,0,0.0873397435897436
2,32,1,0.0873397435897436
2,32,2,0.0873397435897436
2,32,3,0.0921474358974359
2,32,4,0.0993589743589744
2,32,5,0.0961538461538462
2,32,6,0.0865384615384615
2,32,7,0.0753205128205128
2,32,8,0.0681089743589744
2,32,9,0.0520833333333333
2,32,10,0.0424679487179487
2,32,11,0.0432692307692308
2,32,12,0.0296474358974359
2,32,13,0.0168269230769231
2,32,14,0.0184294871794872
2,32,15,0.00961538461538462
2,32,16,0.00641025641025641
2,32,17,8.01282051282051e-4
2,32,18,8.01282051282051e-4
2,33,0,0.0614420062695925
2,33,1,0.0789968652037618
2,33,2,0.0815047021943574
2,33,3,0.0946708463949843
2,33,4,0.0946708463949843
2,33,5,0.0877742946708464
2,33,6,0.0909090909090909
2,33,7,0.0764890282131661
2,33,8,0.0658307210031348
2,33,9,0.0733542319749216
2,33,10,0.0520376175548589
2,33,11,0.0382445141065831
2,33,12,0.0275862068965517
2,33,13,0.0250783699059561
2,33,14,0.0137931034482759
2,33,15,0.0150470219435737
2,33,16,0.013166144200627
2,33,17,0.00689655172413793
2,33,18,0.00250783699059561
2,34,0,0.0636461704422869
2,34,1,0.0701186623516721
2,34,2,0.0852211434735707
2,34,3,0.106256742179072
2,34,4,0.0836030204962244
2,34,5,0.0895361380798274
2,34,6,0.0852211434735707
2,34,7,0.0836030204962244
2,34,8,0.0706580366774542
2,34,9,0.0566343042071197
2,34,10,0.0517799352750809
2,34,11,0.0420711974110032
2,34,12,0.0296655879180151
2,34,13,0.0248112189859763
2,34,14,0.0161812297734628
2,34,15,0.0134843581445523
2,34,16,0.0151024811218986
2,34,17,0.00593311758360302
2,34,18,0.00431499460625674
2,34,19,0.00161812297734628
2,34,20,5.39374325782093e-4
2,35,0,0.0570707070707071
2,35,1,0.0661616161616162
2,35,2,0.0696969696969697
2,35,3,0.0808080808080808
2,35,4,0.0878787878787879
2,35,5,0.0984848484848485
2,35,6,0.0904040404040404
2,35,7,0.0777777777777778
2,35,8,0.0803030303030303
2,35,9,0.0580808080808081
2,35,10,0.0565656565656566
2,35,11,0.0404040404040404
2,35,12,0.0409090909090909
2,35,13,0.0257575757575758
2,35,14,0.0207070707070707
2,35,15,0.0156565656565657
2,35,16,0.0121212121212121
2,35,17,0.00858585858585859
2,35,18,0.00757575757575758
2,35,19,0.00454545454545455
2,35,20,5.05050505050505e-4
2,36,0,0.0496014171833481
2,36,1,0.0544729849424269
2,36,2,0.0717449069973428
2,36,3,0.070859167404783
2,36,4,0.079273693534101
2,36,5,0.0744021257750221
2,36,6,0.08325952170062
2,36,7,0.0859167404782994
2,36,8,0.0775022143489814
2,36,9,0.0677590788308237
2,36,10,0.0597874224977857
2,36,11,0.0456155890168291
2,36,12,0.0442869796279894
2,36,13,0.037643932683791
2,36,14,0.0256864481842338
2,36,15,0.0172719220549159
2,36,16,0.020814880425155
2,36,17,0.0155004428697963
2,36,18,0.0101860053144376
2,36,19,0.0048715677590788304
2,36,20,0.00265721877767936
2,36,21,8.85739592559787e-4
2,37,0,0.0440476190476191
2,37,1,0.0547619047619048
2,37,2,0.0515873015873016
2,37,3,0.078968253968254
2,37,4,0.0682539682539682
2,37,5,0.0765873015873016
2,37,6,0.0833333333333333
2,37,7,0.0821428571428571
2,37,8,0.0690476190476191
2,37,9,0.0702380952380952
2,37,10,0.0607142857142857
2,37,11,0.0488095238095238
2,37,12,0.0448412698412698
2,37,13,0.0392857142857143
2,37,14,0.0337301587301587
2,37,15,0.0222222222222222
2,37,16,0.0214285714285714
2,37,17,0.0198412698412698
2,37,18,0.0119047619047619
2,37,19,0.00992063492063492
2,37,20,0.00595238095238095
2,37,21,0.00198412698412698
2,37,24,3.96825396825397e-4
2,38,0,0.0325565455791638
2,38,1,0.0400959561343386
2,38,2,0.0507196710075394
2,38,3,0.0575736806031528
2,38,4,0.0654557916381083
2,38,5,0.0695681973954764
2,38,6,0.0723098012337217
2,38,7,0.0760795065113091
2,38,8,0.0740233036326251
2,38,9,0.0750514050719671
2,38,10,0.0633995887594243
2,38,11,0.0555174777244688
2,38,12,0.0568882796435915
2,38,13,0.0476353666895134
2,38,14,0.0325565455791638
2,38,15,0.0328992460589445
2,38,16,0.0274160383824537
2,38,17,0.0226182316655243
2,38,18,0.0188485263879369
2,38,19,0.0102810143934202
2,38,20,0.00993831391363948
2,38,21,0.00411240575736806
2,38,22,0.00308430431802605
2,38,23,0.00137080191912269
2,39,0,0.0252780586450961
2,39,1,0.0333670374115268
2,39,2,0.0407819346140883
2,39,3,0.0525783619817998
2,39,4,0.068082237950792
2,39,5,0.0616784630940344
2,39,6,0.0717896865520728
2,39,7,0.076845298281092
2,39,8,0.0839231547017189
2,39,9,0.0697674418604651
2,39,10,0.0650488709133805
2,39,11,0.0606673407482305
2,39,12,0.0492079541624537
2,39,13,0.0546006066734075
2,39,14,0.0387596899224806
2,39,15,0.0367374452308729
2,39,16,0.0289855072463768
2,39,17,0.0246039770812268
2,39,18,0.0195483653522076
2,39,19,0.0155038759689922
2,39,20,0.0101112234580384
2,39,21,0.0070778564206269
2,39,22,0.0023592854735423
2,39,23,0.00168520390967307
2,39,24,6.74081563869228e-4
2,39,25,3.37040781934614e-4
2,40,0,0.0171632124352332
2,40,1,0.025259067357513
2,40,2,0.0343264248704663
2,40,3,0.045660621761658
2,40,4,0.0534326424870466
2,40,5,0.0592616580310881
2,40,6,0.0722150259067358
2,40,7,0.0676813471502591
2,40,8,0.0637953367875648
2,40,9,0.0718911917098446
2,40,10,0.0761010362694301
2,40,11,0.0621761658031088
2,40,12,0.0631476683937824
2,40,13,0.0524611398963731
2,40,14,0.0427461139896373
2,40,15,0.0446891191709845
2,40,16,0.0356217616580311
2,40,17,0.0362694300518135
2,40,18,0.0216968911917098
2,40,19,0.0181347150259067
2,40,20,0.0161917098445596
2,40,21,0.00906735751295337
2,40,22,0.00323834196891192
2,40,23,0.00582901554404145
2,40,24,0.00129533678756477
2,40,25,6.47668393782383e-4
2,41,0,0.0104230533415083
2,41,1,0.0183936235438381
2,41,2,0.0269773145309626
2,41,3,0.0328019619865113
2,41,4,0.036480686695279
2,41,5,0.0472103004291846
2,41,6,0.0637645616186389
2,41,7,0.064684242795830807
2,41,8,0.0714285714285714
2,41,9,0.0793991416309013
2,41,10,0.0662170447578173
2,41,11,0.0757204169221337
2,41,12,0.058859595340282
2,41,13,0.0656039239730227
2,41,14,0.049662783568363
2,41,15,0.0465971796443899
2,41,16,0.0450643776824034
2,41,17,0.0343347639484979
2,41,18,0.0300429184549356
2,41,19,0.0220723482526058
2,41,20,0.0223789086450031
2,41,21,0.0122624156958921
2,41,22,0.0104230533415083
2,41,23,0.00367872470876763
2,41,24,0.00337216431637032
2,41,25,0.00214592274678112
2,42,0,0.00709018718094158
2,42,1,0.0127623369256948
2,42,2,0.0170164492342598
2,42,3,0.0238230289279637
2,42,4,0.0340328984685196
2,42,5,0.0402722631877482
2,42,6,0.051332955190017
2,42,7,0.0533182076006807
2,42,8,0.0567214974475326
2,42,9,0.0723199092456041
2,42,10,0.0754395916052184
2,42,11,0.0720363017583664
2,42,12,0.0723199092456041
2,42,13,0.0652297220646625
2,42,14,0.0553034600113443
2,42,15,0.0519001701644923
2,42,16,0.0456608054452638
2,42,17,0.0448099829835508
2,42,18,0.0408394781622235
2,42,19,0.026942711287578
2,42,20,0.0246738513896767
2,42,21,0.0178672716959728
2,42,22,0.0158820192853091
2,42,23,0.00850822461712989
2,42,24,0.00482132728304027
2,42,25,0.0053885422575156
2,42,26,0.00283607487237663
2,42,27,8.50822461712989e-4
2,43,0,0.00431965442764579
2,43,1,0.00674946004319654
2,43,2,0.0124190064794816
2,43,3,0.0180885529157667
2,43,4,0.0259179265658747
2,43,5,0.0299676025917927
2,43,6,0.0386069114470842
2,43,7,0.0475161987041037
2,43,8,0.0612850971922246
2,43,9,0.0631749460043197
2,43,10,0.068304535637149
2,43,11,0.0712742980561555
2,43,12,0.0631749460043197
2,43,13,0.0747840172786177
2,43,14,0.066414686825054
2,43,15,0.0499460043196544
2,43,16,0.0580453563714903
2,43,17,0.0477861771058315
2,43,18,0.0477861771058315
2,43,19,0.0375269978401728
2,43,20,0.0278077753779698
2,43,21,0.0242980561555076
2,43,22,0.019438444924406
2,43,23,0.0143088552915767
2,43,24,0.00755939524838013
2,43,25,0.00647948164146868
2,43,26,0.00431965442764579
2,43,27,0.00188984881209503
2,43,28,8.09935205183585e-4
2,44,0,0.00392156862745098
2,44,1,0.00364145658263305
2,44,2,0.00840336134453781
2,44,3,0.0128851540616246
2,44,4,0.0182072829131653
2,44,5,0.0218487394957983
2,44,6,0.0361344537815126
2,44,7,0.0406162464985994
2,44,8,0.0540616246498599
2,44,9,0.0610644257703081
2,44,10,0.0624649859943978
2,44,11,0.0610644257703081
2,44,12,0.0669467787114846
2,44,13,0.076750700280112
2,44,14,0.0694677871148459
2,44,15,0.0540616246498599
2,44,16,0.0585434173669468
2,44,17,0.0551820728291317
2,44,18,0.0515406162464986
2,44,19,0.0411764705882353
2,44,20,0.0350140056022409
2,44,21,0.0296918767507003
2,44,22,0.0282913165266106
2,44,23,0.0128851540616246
2,44,24,0.0137254901960784
2,44,25,0.011484593837535
2,44,26,0.00532212885154062
2,44,27,0.00364145658263305
2,44,28,0.00140056022408964
2,44,29,2.80112044817927e-4
2,44,30,2.80112044817927e-4
2,45,0,0.00141884222474461
2,45,1,0.00170261066969353
2,45,2,0.00510783200908059
2,45,3,0.00908059023836549
2,45,4,0.0130533484676504
2,45,5,0.0156072644721907
2,45,6,0.0261066969353008
2,45,7,0.0366061293984109
2,45,8,0.0411464245175936
2,45,9,0.0522133938706016
2,45,10,0.0547673098751419
2,45,11,0.0734960272417707
2,45,12,0.0675368898978434
2,45,13,0.0675368898978434
2,45,14,0.0700908059023837
2,45,15,0.061577752553916
2,45,16,0.0632803632236095
2,45,17,0.0610102156640182
2,45,18,0.0573212258796822
2,45,19,0.0414301929625426
2,45,20,0.0411464245175936
2,45,21,0.0332009080590238
2,45,22,0.02894438138479
2,45,23,0.0266742338251986
2,45,24,0.0173098751418842
2,45,25,0.0141884222474461
2,45,26,0.00879682179341657
2,45,27,0.00482406356413167
2,45,28,0.0039727582292849
2,45,29,5.67536889897843e-4
2,45,30,2.83768444948922e-4
2,46,0,0.00187717886832931
2,46,1,0.00321802091713596
2,46,2,0.00294985250737463
2,46,3,0.00509519978546527
2,46,4,0.00750871547331724
2,46,5,0.00965406275140788
2,46,6,0.0160901045856798
2,46,7,0.0230624832394744
2,46,8,0.0311075355323143
2,46,9,0.0423706087422902
2,46,10,0.0514883346741754
2,46,11,0.056047197640118
2,46,12,0.0571198712791633
2,46,13,0.0675784392598552
2,46,14,0.0662375972110485
2,46,15,0.0643604183427192
2,46,16,0.0724054706355591
2,46,17,0.0608742290158219
2,46,18,0.0627514078841512
2,46,19,0.0579243765084473
2,46,20,0.0471976401179941
2,46,21,0.0445159560203808
2,46,22,0.0386162510056315
2,46,23,0.0313757039420756
2,46,24,0.0254759989273264
2,46,25,0.0217216411906677
2,46,26,0.0128720836685438
2,46,27,0.00858138911236256
2,46,28,0.00429069455618128
2,46,29,0.0026816840976133
2,46,30,0.00160901045856798
2,46,31,5.3633681952266e-4
2,46,32,8.0450522928399e-4
2,47,0,5.50660792951542e-4
2,47,1,0.00137665198237885
2,47,2,0.00220264317180617
2,47,3,0.00165198237885463
2,47,4,0.00495594713656388
2,47,5,0.00936123348017621
2,47,6,0.00936123348017621
2,47,7,0.0200991189427313
2,47,8,0.0250550660792952
2,47,9,0.0313876651982379
2,47,10,0.0470814977973568
2,47,11,0.0473568281938326
2,47,12,0.0531387665198238
2,47,13,0.0567180616740088
2,47,14,0.0669052863436123
2,47,15,0.0586453744493392
2,47,16,0.0693832599118943
2,47,17,0.0715859030837004
2,47,18,0.0633259911894273
2,47,19,0.0591960352422908
2,47,20,0.0484581497797357
2,47,21,0.056442731277533
2,47,22,0.0454295154185022
2,47,23,0.0401982378854626
2,47,24,0.032488986784141
2,47,25,0.0242290748898678
2,47,26,0.0223017621145374
2,47,27,0.0173458149779736
2,47,28,0.00770925110132159
2,47,29,0.00247797356828194
2,47,30,0.00275330396475771
2,47,31,8.25991189427313e-4
2,48,0,5.60381059120202e-4
2,48,2,0.0011207621182404
2,48,3,0.00252171476604091
2,48,4,0.00196133370692071
2,48,5,0.00364247688428131
2,48,6,0.00728495376856262
2,48,7,0.0117680022415242
2,48,8,0.0176520033622864
2,48,9,0.0210142897170076
2,48,10,0.033342673017652
2,48,11,0.0403474362566545
2,48,12,0.0481927710843374
2,48,13,0.0577192490893808
2,48,14,0.0515550574390586
2,48,15,0.0647240123283833
2,48,16,0.0633230596805828
2,48,17,0.0689268702717848
2,48,18,0.0669655365648641
2,48,19,0.0613617259736621
2,48,20,0.0515550574390586
2,48,21,0.0622022975623424
2,48,22,0.0495937237321379
2,48,23,0.0462314373774166
2,48,24,0.049873914261698
2,48,25,0.0392266741384141
2,48,26,0.0271784813673298
2,48,27,0.0240963855421687
2,48,28,0.011207621182404
2,48,29,0.00840571588680303
2,48,30,0.00252171476604091
2,48,31,0.00308209582516111
2,48,32,8.40571588680303e-4
2,49,2,5.61955605507165e-4
2,49,3,0.00196684461927508
2,49,4,0.00252880022478224
2,49,5,0.00224782242202866
2,49,6,0.00505760044956448
2,49,7,0.00786737847710031
2,49,8,0.0115200899128969
2,49,9,0.0205113796010115
2,49,10,0.0207923574037651
2,49,11,0.0373700477662265
2,49,12,0.0435515594268053
2,49,13,0.0486091598763698
2,49,14,0.0559145827479629
2,49,15,0.0637819612250632
2,49,16,0.0623770722112953
2,49,17,0.0640629390278168
2,49,18,0.0637819612250632
2,49,19,0.0685585838718741
2,49,20,0.0654678280415847
2,49,21,0.0615341388030346
2,49,22,0.0561955605507165
2,49,23,0.0494520932846305
2,49,24,0.0413037370047766
2,49,25,0.0432705816240517
2,49,26,0.0320314695139084
2,49,27,0.0258499578533296
2,49,28,0.0193874683899972
2,49,29,0.0123630233211576
2,49,30,0.00505760044956448
2,49,31,0.00337173363304299
2,49,32,0.00224782242202866
2,49,33,0.00140488901376791
2,50,0,9.17431192660551e-4
2,50,2,6.11620795107034e-4
2,50,4,3.05810397553517e-4
2,50,5,6.11620795107034e-4
2,50,6,0.00305810397553517
2,50,7,0.0036697247706422
2,50,8,0.00886850152905199
2,50,9,0.00917431192660551
2,50,10,0.0168195718654434
2,50,11,0.0232415902140673
2,50,12,0.0321100917431193
2,50,13,0.0412844036697248
2,50,14,0.0415902140672783
2,50,15,0.0547400611620795
2,50,16,0.0623853211009174
2,50,17,0.064525993883792
2,50,18,0.0590214067278287
2,50,19,0.0660550458715596
2,50,20,0.0675840978593272
2,50,21,0.0706422018348624
2,50,22,0.0694189602446483
2,50,23,0.0611620795107034
2,50,24,0.0495412844036697
2,50,25,0.053822629969419
2,50,26,0.0357798165137615
2,50,27,0.0370030581039755
2,50,28,0.0232415902140673
2,50,29,0.0211009174311927
2,50,30,0.00978593272171254
2,50,31,0.00611620795107034
2,50,32,0.00275229357798165
2,50,33,0.00152905198776758
2,50,34,0.00122324159021407
2,50,35,3.05810397553517e-4
2,51,4,3.04506699147381e-4
2,51,5,6.09013398294762e-4
2,51,6,0.00274056029232643
2,51,7,0.00182704019488429
2,51,8,0.00517661388550548
2,51,9,0.00609013398294762
2,51,10,0.00852618757612668
2,51,11,0.016747868453106
2,51,12,0.0176613885505481
2,51,13,0.0289281364190012
2,51,14,0.0395858708891596
2,51,15,0.0499390986601705
2,51,16,0.0490255785627284
2,51,17,0.0569427527405603
2,51,18,0.0618148599269184
2,51,19,0.0651644336175396
2,51,20,0.0785627283800244
2,51,21,0.0758221680876979
2,51,22,0.067904993909866
2,51,23,0.0758221680876979
2,51,24,0.0624238733252132
2,51,25,0.0535931790499391
2,51,26,0.0426309378806334
2,51,27,0.0432399512789281
2,51,28,0.0316686967113276
2,51,29,0.0240560292326431
2,51,30,0.0143118148599269
2,51,31,0.00943970767356882
2,51,32,0.00456760048721072
2,51,33,0.00365408038976857
2,51,34,6.09013398294762e-4
2,51,36,6.09013398294762e-4
2,52,0,6.35525897680331e-4
2,52,2,6.35525897680331e-4
2,52,4,0.00158881474420083
2,52,5,6.35525897680331e-4
2,52,6,6.35525897680331e-4
2,52,8,0.00254210359072132
2,52,9,0.00222434064188116
2,52,10,0.0101684143628853
2,52,11,0.0142993326978074
