age_of_head,age_of_partner,p
73,72,0.0998406797663303
74,72,0.09506107275624
75,72,0.0955921402018056
76,72,0.088688263409453
77,72,0.0934678704195433
78,72,0.0706319702602231
79,72,0.064259160913436
80,72,0.0408921933085502
81,72,0.0281465746149761
82,72,0.0223048327137546
83,72,0.0138077535847053
84,72,0.00902814657461498
85,72,0.00849707912904939
86,72,0.00318640467339352
87,72,0.00265533722782793
88,72,0
89,72,0.00106213489113117
90,72,0.00106213489113117
91,72,5.31067445565587e-4
92,72,0
93,72,5.31067445565587e-4
94,72,0
95,72,0
96,72,0
97,72,0
98,72,0
99,72,0
100,72,0
101,72,0
102,72,0
18,73,0
19,73,0
20,73,0
21,73,0
22,73,0
23,73,0
24,73,0
25,73,0
26,73,0
27,73,0
28,73,0
29,73,0
30,73,0
31,73,0
32,73,0
33,73,0
34,73,0
35,73,0
36,73,0
37,73,0
38,73,0
39,73,0
40,73,0
41,73,0
42,73,0
43,73,0
44,73,0
45,73,0
46,73,0
47,73,0
48,73,0
49,73,5.77034045008656e-4
50,73,5.77034045008656e-4
51,73,0
52,73,5.77034045008656e-4
53,73,5.77034045008656e-4
54,73,5.77034045008656e-4
55,73,0
56,73,0
57,73,5.77034045008656e-4
58,73,0.00230813618003462
59,73,0.00115406809001731
60,73,0.00230813618003462
61,73,5.77034045008656e-4
62,73,0.00288517022504328
63,73,0.00115406809001731
64,73,0.00288517022504328
65,73,0.00461627236006924
66,73,0.00865551067512983
67,73,0.00634737449509521
68,73,0.0109636468551645
69,73,0.0207732256203116
70,73,0.0230813618003462
71,73,0.0513560300057703
72,73,0.0525100980957877
73,73,0.0773225620311598
74,73,0.070398153491056
75,73,0.0882862088863243
76,73,0.100980957876515
77,73,0.105597230236584
78,73,0.102135025966532
79,73,0.0802077322562031
80,73,0.051933064050779
81,73,0.0328909405654934
82,73,0.0340450086555107
83,73,0.016733987305251
84,73,0.0161569532602424
85,73,0.0121177149451818
86,73,0.00807847663012118
87,73,0.00288517022504328
88,73,0.00230813618003462
89,73,5.77034045008656e-4
90,73,0.00230813618003462
91,73,0
92,73,0
93,73,0
94,73,0
95,73,0
96,73,0
97,73,0
98,73,0
99,73,0
100,73,0
101,73,0
102,73,0
18,74,0
19,74,0
20,74,0
21,74,0
22,74,0
23,74,0
24,74,0
25,74,0
26,74,0
27,74,0
28,74,0
29,74,0
30,74,0
31,74,0
32,74,0
33,74,0
34,74,0
35,74,0
36,74,0
37,74,0
38,74,0
39,74,0
40,74,0
41,74,0
42,74,0
43,74,0
44,74,0
45,74,7.52445447705041e-4
46,74,0
47,74,0
48,74,0
49,74,0
50,74,0
51,74,0
52,74,0
53,74,7.52445447705041e-4
54,74,0
55,74,0
56,74,0
57,74,0
58,74,0
59,74,0
60,74,0.00150489089541008
61,74,0.00150489089541008
62,74,0.00150489089541008
63,74,0.00376222723852521
64,74,0.00225733634311512
65,74,0.00526711813393529
66,74,0.00451467268623025
67,74,0.00827689992475545
68,74,0.00978179082016554
69,74,0.0225733634311512
70,74,0.0210684725357412
71,74,0.0218209179834462
72,74,0.0270880361173815
73,74,0.0519187358916479
74,74,0.0639578630549285
75,74,0.0978179082016554
76,74,0.0970654627539503
77,74,0.102332580887886
78,74,0.108352144469526
79,74,0.0985703536493604
80,74,0.0707298720842739
81,74,0.0458991723100075
82,74,0.0398796087283672
83,74,0.028592927012791602
84,74,0.0210684725357412
85,74,0.018058690744921
86,74,0.00752445447705041
87,74,0.00827689992475545
88,74,0.00300978179082017
89,74,7.52445447705041e-4
90,74,0.00300978179082017
91,74,7.52445447705041e-4
92,74,0
93,74,0
94,74,0
95,74,0
96,74,0
97,74,0
98,74,0
99,74,0
100,74,0
101,74,0
102,74,0
18,75,0
19,75,0
20,75,0
21,75,0
22,75,0
23,75,0
24,75,0
25,75,0
26,75,0
27,75,0
28,75,0
29,75,0
30,75,0
31,75,0
32,75,0
33,75,0
34,75,0
35,75,0
36,75,0
37,75,0
38,75,0
39,75,0
40,75,0
41,75,0
42,75,0
43,75,0
44,75,0
45,75,0
46,75,7.64525993883792e-4
47,75,0
48,75,0
49,75,0
50,75,0
51,75,0
52,75,0
53,75,0
54,75,0
55,75,0
56,75,7.64525993883792e-4
57,75,0
58,75,7.64525993883792e-4
59,75,7.64525993883792e-4
60,75,0
61,75,0.00229357798165138
62,75,7.64525993883792e-4
63,75,0
64,75,0.00152905198776758
65,75,0.00458715596330275
66,75,0.00152905198776758
67,75,0.00535168195718654
68,75,0.00458715596330275
69,75,0.0107033639143731
70,75,0.0107033639143731
71,75,0.0145259938837921
72,75,0.0351681957186544
73,75,0.0412844036697248
74,75,0.0481651376146789
75,75,0.0672782874617737
76,75,0.0779816513761468
77,75,0.105504587155963
78,75,0.113914373088685
79,75,0.11085626911315
80,75,0.0925076452599388
81,75,0.0665137614678899
82,75,0.0535168195718654
83,75,0.0359327217125382
84,75,0.040519877675841
85,75,0.0175840978593272
86,75,0.0129969418960245
87,75,0.0099388379204893
88,75,0.00305810397553517
89,75,0.00305810397553517
90,75,0.00229357798165138
91,75,0.00152905198776758
92,75,0
93,75,7.64525993883792e-4
94,75,0
95,75,0
96,75,0
97,75,0
98,75,0
99,75,0
100,75,0
101,75,0
102,75,0
18,76,0
19,76,0
20,76,0
21,76,0
22,76,0
23,76,0
24,76,0
25,76,0
26,76,0
27,76,0
28,76,0
29,76,0
30,76,0
31,76,0
32,76,0
33,76,0
34,76,0
35,76,0
36,76,0
37,76,0
38,76,0
39,76,0
40,76,0
41,76,0
42,76,0
43,76,0
44,76,0
45,76,0
46,76,0
47,76,0
48,76,0
49,76,0
50,76,0
51,76,0
52,76,7.94912559618442e-4
53,76,0
54,76,0
55,76,0.00158982511923688
56,76,0
57,76,0
58,76,0
59,76,0.00158982511923688
60,76,0
61,76,7.94912559618442e-4
62,76,0.00238473767885533
63,76,0.00158982511923688
64,76,0.00158982511923688
65,76,7.94912559618442e-4
66,76,0.00158982511923688
67,76,0.00794912559618442
68,76,0.0095389507154213
69,76,0.00794912559618442
70,76,0.0103338632750397
71,76,0.00874403815580286
72,76,0.0127186009538951
73,76,0.0294117647058823
74,76,0.0389507154213037
75,76,0.0580286168521463
76,76,0.0794912559618442
77,76,0.114467408585056
78,76,0.0977742448330684
79,76,0.0898251192368839
80,76,0.0961844197138315
81,76,0.0779014308426073
82,76,0.0739268680445151
83,76,0.0564387917329094
84,76,0.0262321144674086
85,76,0.0294117647058823
86,76,0.0206677265500795
87,76,0.0190779014308426
88,76,0.00635930047694754
89,76,0.00476947535771065
90,76,0.00238473767885533
91,76,0.00158982511923688
92,76,0.00317965023847377
93,76,0.00317965023847377
94,76,7.94912559618442e-4
95,76,0
96,76,0
97,76,0
98,76,0
99,76,0
100,76,0
101,76,0
102,76,0
18,77,0
19,77,0
20,77,0
21,77,0
22,77,0
23,77,0
24,77,0
25,77,0
26,77,0
27,77,0
28,77,0
29,77,0
30,77,0
31,77,0
32,77,0
33,77,0
34,77,0
35,77,0
36,77,0
37,77,0
38,77,0
39,77,0
40,77,0
41,77,0
42,77,0
43,77,0
44,77,0
45,77,0
46,77,0
47,77,0
48,77,0
49,77,0
50,77,0
51,77,0
52,77,8.49617672047579e-4
53,77,0
54,77,8.49617672047579e-4
55,77,8.49617672047579e-4
56,77,8.49617672047579e-4
57,77,0
58,77,0.00169923534409516
59,77,0.00169923534409516
60,77,8.49617672047579e-4
61,77,8.49617672047579e-4
62,77,8.49617672047579e-4
63,77,0.00254885301614274
64,77,8.49617672047579e-4
65,77,0.00169923534409516
66,77,8.49617672047579e-4
67,77,0.00424808836023789
68,77,0.00339847068819031
69,77,0.00594732370433305
70,77,0.00679694137638063
71,77,0.00849617672047579
72,77,0.00849617672047579
73,77,0.0135938827527613
74,77,0.0229396771452846
75,77,0.0509770603228547
76,77,0.0535259133389974
77,77,0.0824129141886151
78,77,0.0917587085811385
79,77,0.126593033135089
80,77,0.106202209005947
81,77,0.0892098555649958
82,77,0.0764655904842821
83,77,0.0730671197960918
84,77,0.054375531011045
85,77,0.0348343245539507
86,77,0.0254885301614274
87,77,0.0212404418011895
88,77,0.0101954120645709
89,77,0.00594732370433305
90,77,0.00254885301614274
91,77,0.00254885301614274
92,77,0.00169923534409516
93,77,8.49617672047579e-4
94,77,8.49617672047579e-4
95,77,0
96,77,0
97,77,0
98,77,0
99,77,0
100,77,0
101,77,0
102,77,0
18,78,0
19,78,0
20,78,0
21,78,0
22,78,0
23,78,0
24,78,0
25,78,0
26,78,0
27,78,0
28,78,0
29,78,0
30,78,0
31,78,0
32,78,0
33,78,0
34,78,0
35,78,0
36,78,0
37,78,0
38,78,0
39,78,0
40,78,0
41,78,0
42,78,0
43,78,0
44,78,0
45,78,0
46,78,0
47,78,0
48,78,0
49,78,0
50,78,0
51,78,0
52,78,9.49667616334283e-4
53,78,0
54,78,0
55,78,0
56,78,0
57,78,9.49667616334283e-4
58,78,9.49667616334283e-4
59,78,9.49667616334283e-4
60,78,0
61,78,0.00189933523266857
62,78,9.49667616334283e-4
63,78,9.49667616334283e-4
64,78,9.49667616334283e-4
65,78,0
66,78,0
67,78,0
68,78,9.49667616334283e-4
69,78,0.00664767331433998
70,78,0.00474833808167142
71,78,0.00949667616334283
72,78,0.0113960113960114
73,78,0.0170940170940171
74,78,0.0142450142450142
75,78,0.0360873694207027
76,78,0.0389363722697056
77,78,0.0645773979107312
78,78,0.0921177587844255
79,78,0.0864197530864197
80,78,0.105413105413105
81,78,0.0854700854700855
82,78,0.102564102564103
83,78,0.0721747388414055
84,78,0.0522317188983856
85,78,0.0655270655270655
86,78,0.0360873694207027
87,78,0.0351377018043685
88,78,0.0180436847103514
89,78,0.01329534662868
90,78,0.0123456790123457
91,78,0.00474833808167142
92,78,0.00284900284900285
93,78,9.49667616334283e-4
94,78,9.49667616334283e-4
95,78,0
96,78,9.49667616334283e-4
97,78,0
98,78,0
99,78,0
100,78,0
101,78,0
102,78,0
18,79,0
19,79,0
20,79,0
21,79,0
22,79,0
23,79,0
24,79,0
25,79,0
26,79,0
27,79,0
28,79,0
29,79,0
30,79,0
31,79,0
32,79,0
33,79,0
34,79,0
35,79,0
36,79,0
37,79,0
38,79,0
39,79,0
40,79,0
41,79,0
42,79,0
43,79,0
44,79,0
45,79,0
46,79,0
47,79,0
48,79,0
49,79,0
50,79,0
51,79,0
52,79,0
53,79,0
54,79,0
55,79,0
56,79,0
57,79,0
58,79,0
59,79,0
60,79,0
61,79,0
62,79,0
63,79,0
64,79,0
65,79,0
66,79,0
67,79,0.00319148936170213
68,79,0.00319148936170213
69,79,0.00212765957446808
70,79,0.00851063829787234
71,79,0.00531914893617021
72,79,0.00638297872340426
73,79,0.0138297872340426
74,79,0.0180851063829787
75,79,0.025531914893617
76,79,0.025531914893617
77,79,0.0553191489361702
78,79,0.0542553191489362
79,79,0.0851063829787234
80,79,0.1
81,79,0.115957446808511
82,79,0.111702127659574
83,79,0.0797872340425532
84,79,0.0851063829787234
85,79,0.0595744680851064
86,79,0.0436170212765957
87,79,0.0319148936170213
88,79,0.0276595744680851
89,79,0.0127659574468085
90,79,0.00425531914893617
91,79,0.00638297872340426
92,79,0.00425531914893617
93,79,0.00531914893617021
94,79,0
95,79,0.00106382978723404
96,79,0
97,79,0.00106382978723404
98,79,0.00106382978723404
99,79,0.00106382978723404
100,79,0
101,79,0.00106382978723404
102,79,0
18,80,0
19,80,0
20,80,0
21,80,0
22,80,0
23,80,0
24,80,0
25,80,0
26,80,0
27,80,0
28,80,0
29,80,0
30,80,0
31,80,0
32,80,0
33,80,0
34,80,0
35,80,0
36,80,0
37,80,0
38,80,0
39,80,0
40,80,0
41,80,0
42,80,0
43,80,0
44,80,0
45,80,0
46,80,0
47,80,0
48,80,0
49,80,0
50,80,0
51,80,0
52,80,0
53,80,0
54,80,0
55,80,0
56,80,0
57,80,0.00123152709359606
58,80,0
59,80,0
60,80,0
61,80,0.00246305418719212
62,80,0.00123152709359606
63,80,0.00246305418719212
64,80,0.00123152709359606
65,80,0.00123152709359606
66,80,0.00123152709359606
67,80,0
68,80,0.00246305418719212
69,80,0.00246305418719212
70,80,0.00369458128078818
71,80,0.00123152709359606
72,80,0.00738916256157635
73,80,0.0061576354679803
74,80,0.0135467980295567
75,80,0.0123152709359606
76,80,0.0270935960591133
77,80,0.0283251231527094
78,80,0.0431034482758621
79,80,0.0603448275862069
80,80,0.0788177339901478
81,80,0.108374384236453
82,80,0.109605911330049
83,80,0.129310344827586
84,80,0.0763546798029557
85,80,0.0775862068965517
86,80,0.0640394088669951
87,80,0.0517241379310345
88,80,0.0344827586206897
89,80,0.0233990147783251
90,80,0.0123152709359606
91,80,0.00738916256157635
92,80,0.00123152709359606
93,80,0.00369458128078818
94,80,0.00246305418719212
95,80,0
96,80,0
97,80,0
98,80,0
99,80,0
100,80,0
101,80,0
102,80,0
18,81,0
19,81,0
20,81,0
21,81,0
22,81,0
23,81,0
24,81,0
25,81,0
26,81,0
27,81,0
28,81,0
29,81,0
30,81,0
31,81,0
32,81,0
33,81,0
34,81,0
35,81,0
36,81,0
37,81,0
38,81,0
39,81,0
40,81,0
41,81,0
42,81,0
43,81,0
44,81,0
45,81,0
46,81,0
47,81,0
48,81,0
49,81,0
50,81,0
51,81,0
52,81,0
53,81,0
54,81,0
55,81,0
56,81,0
57,81,0
58,81,0
59,81,0
60,81,0
61,81,0
62,81,0
63,81,0
64,81,0.0015552099533437
65,81,0
66,81,0
67,81,0
68,81,0.0031104199066874
69,81,0
70,81,0.0046656298600311
71,81,0.0046656298600311
72,81,0.0015552099533437
73,81,0.0046656298600311
74,81,0.0046656298600311
75,81,0.0186625194401244
76,81,0.0171073094867807
77,81,0.0217729393468118
78,81,0.0217729393468118
79,81,0.0451010886469673
80,81,0.0590979782270607
81,81,0.0777604976671851
82,81,0.102643856920684
83,81,0.118195956454121
84,81,0.0948678071539658
85,81,0.115085536547434
86,81,0.0824261275272162
87,81,0.0653188180404355
88,81,0.0435458786936236
89,81,0.0388802488335925
90,81,0.0217729393468118
91,81,0.0202177293934681
92,81,0.0031104199066874
93,81,0.0015552099533437
94,81,0
95,81,0.0031104199066874
96,81,0
97,81,0.0015552099533437
98,81,0
99,81,0.0015552099533437
100,81,0
101,81,0
102,81,0
18,82,0
19,82,0
20,82,0
21,82,0
22,82,0
23,82,0
24,82,0
25,82,0
26,82,0
27,82,0
28,82,0
29,82,0
30,82,0
31,82,0
32,82,0
33,82,0
34,82,0
35,82,0
36,82,0
37,82,0
38,82,0
39,82,0
40,82,0
41,82,0
42,82,0
43,82,0
44,82,0
45,82,0
46,82,0
47,82,0
48,82,0
49,82,0
50,82,0
51,82,0
52,82,0
53,82,0
54,82,0.00359066427289048
55,82,0
56,82,0
57,82,0
58,82,0
59,82,0
60,82,0
61,82,0
62,82,0
63,82,0
64,82,0.00179533213644524
65,82,0
66,82,0.00179533213644524
67,82,0
68,82,0
69,82,0.00179533213644524
70,82,0.00718132854578097
71,82,0.00359066427289048
72,82,0.00538599640933573
73,82,0.00538599640933573
74,82,0.00897666068222621
75,82,0.00718132854578097
76,82,0.0125673249551167
77,82,0.0251346499102334
78,82,0.0251346499102334
79,82,0.0377019748653501
80,82,0.0394973070017953
81,82,0.0628366247755835
82,82,0.0861759425493716
83,82,0.0987432675044883
84,82,0.100538599640934
85,82,0.122082585278276
86,82,0.0951526032315978
87,82,0.0754039497307002
88,82,0.0646319569120287
89,82,0.0430879712746858
90,82,0.0287253141831239
91,82,0.0197486535008977
92,82,0.00359066427289048
93,82,0.00359066427289048
94,82,0.00538599640933573
95,82,0.00359066427289048
96,82,0
97,82,0
98,82,0
99,82,0
100,82,0
101,82,0
102,82,0
18,83,0
19,83,0
20,83,0
21,83,0
22,83,0
23,83,0
24,83,0
25,83,0
26,83,0
27,83,0
28,83,0
29,83,0
30,83,0
31,83,0
32,83,0
33,83,0
34,83,0
35,83,0
36,83,0
37,83,0
38,83,0
39,83,0
40,83,0
41,83,0
42,83,0
43,83,0
44,83,0
45,83,0
46,83,0
47,83,0
48,83,0
49,83,0
50,83,0
51,83,0
52,83,0
53,83,0
54,83,0
55,83,0
56,83,0
57,83,0
58,83,0
59,83,0
60,83,0
61,83,0
62,83,0
63,83,0
64,83,0
65,83,0
66,83,0
67,83,0.00422832980972516
68,83,0.00211416490486258
69,83,0.00211416490486258
70,83,0.00211416490486258
71,83,0
72,83,0.00211416490486258
73,83,0.0105708245243129
74,83,0
75,83,0.00845665961945032
76,83,0.00634249471458774
77,83,0.0169133192389006
78,83,0.0232558139534884
79,83,0.0295983086680761
80,83,0.0338266384778013
81,83,0.0465116279069768
82,83,0.0697674418604651
83,83,0.0845665961945032
84,83,0.0887949260042283
85,83,0.133192389006343
86,83,0.0972515856236787
87,83,0.0887949260042283
88,83,0.080338266384778
89,83,0.0465116279069768
90,83,0.0380549682875264
91,83,0.0295983086680761
92,83,0.0253699788583509
93,83,0.0105708245243129
94,83,0.00845665961945032
95,83,0.00422832980972516
96,83,0.00422832980972516
97,83,0.00211416490486258
98,83,0
99,83,0
100,83,0
101,83,0
102,83,0
18,84,0
19,84,0
20,84,0
21,84,0
22,84,0
23,84,0
24,84,0
25,84,0
26,84,0
27,84,0
28,84,0
29,84,0
30,84,0
31,84,0
32,84,0
33,84,0
34,84,0
35,84,0
36,84,0
37,84,0
38,84,0
39,84,0
40,84,0
41,84,0
42,84,0
43,84,0
44,84,0
45,84,0
46,84,0
47,84,0
48,84,0
49,84,0
50,84,0
51,84,0
52,84,0
53,84,0
54,84,0
55,84,0
56,84,0
57,84,0
58,84,0
59,84,0
60,84,0
61,84,0
62,84,0
63,84,0
64,84,0.0025062656641604
65,84,0
66,84,0.0025062656641604
67,84,0.0050125313283208
68,84,0
69,84,0
70,84,0.0025062656641604
71,84,0.0025062656641604
72,84,0.0025062656641604
73,84,0
74,84,0.012531328320802
75,84,0.0050125313283208
76,84,0.0200501253132832
77,84,0.0200501253132832
78,84,0.0100250626566416
79,84,0.0175438596491228
80,84,0.0401002506265664
81,84,0.0401002506265664
82,84,0.0676691729323308
83,84,0.0827067669172932
84,84,0.0852130325814536
85,84,0.0977443609022556
86,84,0.0927318295739348
87,84,0.110275689223058
88,84,0.0977443609022556
89,84,0.0551378446115288
90,84,0.050125313283208
91,84,0.025062656641604
92,84,0.0200501253132832
93,84,0.0200501253132832
94,84,0.0075187969924812
95,84,0.0025062656641604
96,84,0
97,84,0
98,84,0
99,84,0.0025062656641604
100,84,0
101,84,0
102,84,0
18,85,0
19,85,0
20,85,0
21,85,0
22,85,0
23,85,0
24,85,0
25,85,0
26,85,0
27,85,0
28,85,0
29,85,0
30,85,0
31,85,0
32,85,0
33,85,0
34,85,0
35,85,0
36,85,0
37,85,0
38,85,0
39,85,0
40,85,0
41,85,0
42,85,0
43,85,0
44,85,0
45,85,0
46,85,0
47,85,0
48,85,0
49,85,0
50,85,0
51,85,0
52,85,0
53,85,0
54,85,0
55,85,0
56,85,0
57,85,0
58,85,0
59,85,0
60,85,0
61,85,0
62,85,0
63,85,0
64,85,0
65,85,0.00289017341040462
66,85,0
67,85,0.00289017341040462
68,85,0.00289017341040462
69,85,0.00289017341040462
70,85,0.00289017341040462
71,85,0.00578034682080925
72,85,0
73,85,0.00289017341040462
74,85,0.00289017341040462
75,85,0
76,85,0.00289017341040462
77,85,0.00289017341040462
78,85,0.00867052023121387
79,85,0.023121387283237
80,85,0.0317919075144509
81,85,0.0346820809248555
82,85,0.0346820809248555
83,85,0.0578034682080925
84,85,0.0722543352601156
85,85,0.124277456647399
86,85,0.135838150289017
87,85,0.121387283236994
88,85,0.092485549132948
89,85,0.0722543352601156
90,85,0.0578034682080925
91,85,0.0346820809248555
92,85,0.0260115606936416
93,85,0.0144508670520231
94,85,0.0144508670520231
95,85,0.00289017341040462
96,85,0.00578034682080925
97,85,0.00289017341040462
98,85,0
99,85,0
100,85,0
101,85,0
102,85,0
18,86,0
19,86,0
20,86,0
21,86,0
22,86,0
23,86,0
24,86,0
25,86,0
26,86,0
27,86,0
28,86,0
29,86,0
30,86,0
31,86,0
32,86,0
33,86,0
34,86,0
35,86,0
36,86,0
37,86,0
38,86,0
39,86,0
40,86,0
41,86,0
42,86,0
43,86,0
44,86,0
45,86,0
46,86,0
47,86,0
48,86,0
49,86,0
50,86,0
51,86,0
52,86,0
53,86,0
54,86,0
55,86,0
56,86,0
57,86,0
58,86,0
59,86,0.004
60,86,0
61,86,0
62,86,0
63,86,0
64,86,0
65,86,0
66,86,0.004
67,86,0
68,86,0
69,86,0
70,86,0
71,86,0.008
72,86,0.004
73,86,0
74,86,0.004
75,86,0
76,86,0
77,86,0.016
78,86,0.016
79,86,0.008
80,86,0.004
81,86,0.028
82,86,0.028
83,86,0.052
84,86,0.06
85,86,0.068
86,86,0.096
87,86,0.136
88,86,0.136
89,86,0.116
90,86,0.044
91,86,0.068
92,86,0.044
93,86,0.016
94,86,0.02
95,86,0.004
96,86,0.008
97,86,0.004
98,86,0.004
99,86,0
100,86,0
101,86,0
102,86,0
18,87,0
19,87,0
20,87,0
21,87,0
22,87,0
23,87,0
24,87,0
25,87,0
26,87,0
27,87,0
28,87,0
29,87,0
30,87,0
31,87,0
32,87,0
33,87,0
34,87,0
35,87,0
36,87,0
37,87,0
38,87,0
39,87,0
40,87,0
41,87,0
42,87,0
43,87,0
44,87,0
45,87,0
46,87,0
47,87,0
48,87,0
49,87,0
50,87,0
51,87,0
52,87,0
53,87,0
54,87,0
55,87,0
56,87,0
57,87,0
58,87,0
59,87,0
60,87,0
61,87,0
62,87,0
63,87,0
64,87,0
65,87,0
66,87,0.00485436893203883
67,87,0
68,87,0.00485436893203883
69,87,0.00485436893203883
70,87,0.00485436893203883
71,87,0
72,87,0
73,87,0.00485436893203883
74,87,0
75,87,0.00970873786407767
76,87,0
77,87,0
78,87,0
79,87,0.0145631067961165
80,87,0.0388349514563107
81,87,0.0242718446601942
82,87,0.0145631067961165
83,87,0.0436893203883495
84,87,0.0631067961165049
85,87,0.0533980582524272
86,87,0.0631067961165049
87,87,0.0970873786407767
88,87,0.135922330097087
89,87,0.121359223300971
90,87,0.0679611650485437
91,87,0.0679611650485437
92,87,0.058252427184466
93,87,0.0631067961165049
94,87,0.0145631067961165
95,87,0
96,87,0.00970873786407767
97,87,0
98,87,0.00485436893203883
99,87,0.00485436893203883
100,87,0.00485436893203883
101,87,0
102,87,0
18,88,0
19,88,0
20,88,0
21,88,0
22,88,0
23,88,0
24,88,0
25,88,0
26,88,0
27,88,0
28,88,0
29,88,0
30,88,0
31,88,0
32,88,0
33,88,0
34,88,0
35,88,0
36,88,0
37,88,0
38,88,0
39,88,0
40,88,0
41,88,0
42,88,0
43,88,0
44,88,0
45,88,0
46,88,0
47,88,0
48,88,0
49,88,0
50,88,0
51,88,0
52,88,0
53,88,0
54,88,0
55,88,0
56,88,0
57,88,0
58,88,0
59,88,0
60,88,0
61,88,0
62,88,0
63,88,0
64,88,0
65,88,0
66,88,0
67,88,0
68,88,0
69,88,0
70,88,0
71,88,0
72,88,0
73,88,0
74,88,0
75,88,0
76,88,0
77,88,0.00819672131147541
78,88,0.00819672131147541
79,88,0.0163934426229508
80,88,0.0163934426229508
81,88,0.00819672131147541
82,88,0.0245901639344262
83,88,0.040983606557377
84,88,0.0327868852459016
85,88,0.0327868852459016
86,88,0.0491803278688525
87,88,0.0655737704918033
88,88,0.147540983606557
89,88,0.0901639344262295
90,88,0.147540983606557
91,88,0.0737704918032787
92,88,0.0737704918032787
93,88,0.0737704918032787
94,88,0.0245901639344262
95,88,0.0163934426229508
96,88,0.0163934426229508
97,88,0.0163934426229508
98,88,0.00819672131147541
99,88,0
100,88,0
101,88,0
102,88,0.00819672131147541
18,89,0
19,89,0
20,89,0
21,89,0
22,89,0
23,89,0
24,89,0
25,89,0
26,89,0
27,89,0
28,89,0
29,89,0
30,89,0
31,89,0
32,89,0
33,89,0
34,89,0
35,89,0
36,89,0
37,89,0
38,89,0
39,89,0
40,89,0
41,89,0
42,89,0
43,89,0
44,89,0
45,89,0
46,89,0
47,89,0
48,89,0
49,89,0
50,89,0
51,89,0
52,89,0
53,89,0
54,89,0
55,89,0
56,89,0
57,89,0
58,89,0
59,89,0
60,89,0
61,89,0
62,89,0
63,89,0
64,89,0
65,89,0
66,89,0
67,89,0.0099009900990099
68,89,0.0099009900990099
69,89,0
70,89,0
71,89,0
72,89,0
73,89,0
74,89,0
75,89,0
76,89,0.0099009900990099
77,89,0.0099009900990099
78,89,0
79,89,0.0495049504950495
80,89,0.0297029702970297
81,89,0.0099009900990099
82,89,0.0198019801980198
83,89,0.0198019801980198
84,89,0.0297029702970297
85,89,0.099009900990099
86,89,0
87,89,0.0594059405940594
88,89,0.099009900990099
89,89,0.0891089108910891
90,89,0.128712871287129
91,89,0.128712871287129
92,89,0.0891089108910891
93,89,0.0297029702970297
94,89,0.0297029702970297
95,89,0.0198019801980198
96,89,0
97,89,0.0198019801980198
98,89,0.0099009900990099
99,89,0
100,89,0
101,89,0
102,89,0
18,90,0
19,90,0
20,90,0
21,90,0
22,90,0
23,90,0
24,90,0
25,90,0
26,90,0
27,90,0
28,90,0
29,90,0
30,90,0
31,90,0
32,90,0
33,90,0
34,90,0
35,90,0
36,90,0
37,90,0
38,90,0
39,90,0
40,90,0
41,90,0
42,90,0
43,90,0
44,90,0
45,90,0
46,90,0
47,90,0
48,90,0
49,90,0
50,90,0
51,90,0
52,90,0
53,90,0
54,90,0
55,90,0
56,90,0
57,90,0
58,90,0
59,90,0
60,90,0
61,90,0
62,90,0
63,90,0
64,90,0
65,90,0
66,90,0
67,90,0
68,90,0
69,90,0
70,90,0
71,90,0
72,90,0
73,90,0
74,90,0
75,90,0.0163934426229508
76,90,0.0163934426229508
77,90,0.0163934426229508
78,90,0
79,90,0
80,90,0
81,90,0.0163934426229508
82,90,0
83,90,0
84,90,0
85,90,0.0655737704918033
86,90,0.0327868852459016
87,90,0.0983606557377049
88,90,0.147540983606557
89,90,0.114754098360656
90,90,0.131147540983607
91,90,0.0819672131147541
92,90,0.114754098360656
93,90,0.0655737704918033
94,90,0
95,90,0
96,90,0.0327868852459016
97,90,0.0163934426229508
98,90,0.0163934426229508
99,90,0
100,90,0.0163934426229508
101,90,0
102,90,0
18,91,0
19,91,0
20,91,0
21,91,0
22,91,0
23,91,0
24,91,0
25,91,0
26,91,0
27,91,0
28,91,0
29,91,0
30,91,0
31,91,0
32,91,0
33,91,0
34,91,0
35,91,0
36,91,0
37,91,0
38,91,0
39,91,0
40,91,0
41,91,0
42,91,0
43,91,0
44,91,0
45,91,0
46,91,0
47,91,0
48,91,0
49,91,0
50,91,0
51,91,0
52,91,0
53,91,0
54,91,0
55,91,0
56,91,0
57,91,0
58,91,0
59,91,0
60,91,0
61,91,0
62,91,0
63,91,0
64,91,0
65,91,0
66,91,0
67,91,0
68,91,0
69,91,0.0227272727272727
70,91,0
71,91,0
72,91,0
73,91,0
74,91,0
75,91,0
76,91,0
77,91,0
78,91,0
79,91,0.0227272727272727
80,91,0
81,91,0
82,91,0
83,91,0.0454545454545455
84,91,0.0909090909090909
85,91,0.0454545454545455
86,91,0.0227272727272727
87,91,0.0681818181818182
88,91,0.0227272727272727
89,91,0.136363636363636
90,91,0.0454545454545455
91,91,0.0681818181818182
92,91,0.113636363636364
93,91,0.0681818181818182
94,91,0.136363636363636
95,91,0.0227272727272727
96,91,0.0227272727272727
97,91,0
98,91,0.0227272727272727
99,91,0.0227272727272727
100,91,0
101,91,0
102,91,0
18,92,0
19,92,0
20,92,0
21,92,0
22,92,0
23,92,0
24,92,0
25,92,0
26,92,0
27,92,0
28,92,0
29,92,0
30,92,0
31,92,0
32,92,0
33,92,0
34,92,0
35,92,0
36,92,0
