age_of_head,age_of_partner,p
77,38,0
78,38,0
79,38,0
80,38,0
81,38,0
82,38,0
83,38,0
84,38,0
85,38,0
86,38,0
87,38,0
88,38,0
89,38,0
90,38,0
91,38,0
92,38,0
93,38,0
94,38,0
95,38,0
96,38,0
97,38,0
98,38,0
99,38,0
100,38,0
101,38,0
102,38,0
18,39,0
19,39,0
20,39,0
21,39,0
22,39,0
23,39,0
24,39,0
25,39,3.87747188832881e-4
26,39,0
27,39,7.75494377665762e-4
28,39,7.75494377665762e-4
29,39,0.00116324156649864
30,39,0.00348972469949593
31,39,0.00310197751066305
32,39,0.00853043815432338
33,39,0.0116324156649864
34,39,0.0151221403644824
35,39,0.0209383481969756
36,39,0.0333462582396278
37,39,0.0430399379604498
38,39,0.0597130670802637
39,39,0.091120589375727
40,39,0.106242729740209
41,39,0.103916246607212
42,39,0.115160915083366
43,39,0.088018611865064
44,39,0.074835207444746
45,39,0.0604885614579294
46,39,0.0453664210934471
47,39,0.0337340054284606
48,39,0.0197751066304769
49,39,0.0124079100426522
50,39,0.013183404420318
51,39,0.00930593253198914
52,39,0.0062039550213261
53,39,0.00387747188832881
54,39,0.00271423032183017
55,39,0.00155098875533152
56,39,0.00232648313299729
57,39,0.00232648313299729
58,39,0.00232648313299729
59,39,0
60,39,3.87747188832881e-4
61,39,7.75494377665762e-4
62,39,7.75494377665762e-4
63,39,3.87747188832881e-4
64,39,0
65,39,0
66,39,3.87747188832881e-4
67,39,0
68,39,0
69,39,0
70,39,3.87747188832881e-4
71,39,0
72,39,0
73,39,0
74,39,0
75,39,0
76,39,0
77,39,0
78,39,0
79,39,0
80,39,0
81,39,0
82,39,0
83,39,0
84,39,0
85,39,0
86,39,0
87,39,0
88,39,0
89,39,0
90,39,0
91,39,0
92,39,0
93,39,0
94,39,0
95,39,0
96,39,0
97,39,0
98,39,0
99,39,0
100,39,0
101,39,0
102,39,0
18,40,0
19,40,0
20,40,0
21,40,0
22,40,0
23,40,0
24,40,0
25,40,0
26,40,0
27,40,7.92079207920792e-4
28,40,0
29,40,0.00158415841584158
30,40,0.00118811881188119
31,40,0.00158415841584158
32,40,0.00356435643564356
33,40,0.00277227722772277
34,40,0.00673267326732673
35,40,0.0146534653465347
36,40,0.022970297029703
37,40,0.0249504950495049
38,40,0.041980198019802
39,40,0.0693069306930693
40,40,0.0899009900990099
41,40,0.0962376237623762
42,40,0.104950495049505
43,40,0.116039603960396
44,40,0.0942574257425743
45,40,0.0756435643564356
46,40,0.0582178217821782
47,40,0.0423762376237624
48,40,0.0320792079207921
49,40,0.0281188118811881
50,40,0.0150495049504951
51,40,0.0122772277227723
52,40,0.0099009900990099
53,40,0.0095049504950495
54,40,0.00435643564356436
55,40,0.00475247524752475
56,40,0.00237623762376238
57,40,0.00198019801980198
58,40,0.00237623762376238
59,40,7.92079207920792e-4
60,40,0.00158415841584158
61,40,7.92079207920792e-4
62,40,3.96039603960396e-4
63,40,3.96039603960396e-4
64,40,0.00118811881188119
65,40,0.00118811881188119
66,40,0
67,40,7.92079207920792e-4
68,40,3.96039603960396e-4
69,40,0
70,40,0
71,40,0
72,40,0
73,40,0
74,40,0
75,40,0
76,40,0
77,40,0
78,40,0
79,40,0
80,40,0
81,40,0
82,40,0
83,40,0
84,40,0
85,40,0
86,40,0
87,40,0
88,40,0
89,40,0
90,40,0
91,40,0
92,40,0
93,40,0
94,40,0
95,40,0
96,40,0
97,40,0
98,40,0
99,40,0
100,40,0
101,40,0
102,40,0
18,41,0
19,41,0
20,41,0
21,41,0
22,41,0
23,41,0
24,41,0
25,41,0
26,41,3.60490266762797e-4
27,41,0
28,41,3.60490266762797e-4
29,41,3.60490266762797e-4
30,41,0.00144196106705119
31,41,7.20980533525595e-4
32,41,0.00288392213410238
33,41,0.00793078586878154
34,41,0.00540735400144196
35,41,0.00937274693583273
36,41,0.0151405912040375
37,41,0.0180245133381399
38,41,0.0299206921413122
39,41,0.0410958904109589
40,41,0.0659697188175919
41,41,0.0894015861571737
42,41,0.10057678442682
43,41,0.104542177361211
44,41,0.117519826964672
45,41,0.0861571737563086
46,41,0.0803893294881038
47,41,0.0659697188175919
48,41,0.0428983417447729
49,41,0.0291997116077866
50,41,0.0219899062725306
51,41,0.0180245133381399
52,41,0.0118961788031723
53,41,0.00829127613554434
54,41,0.00540735400144196
55,41,0.00432588320115357
56,41,0.00288392213410238
57,41,0.00108147080028839
58,41,0.00288392213410238
59,41,0.00108147080028839
60,41,0.00144196106705119
61,41,0.00108147080028839
62,41,0
63,41,3.60490266762797e-4
64,41,0.00180245133381399
65,41,3.60490266762797e-4
66,41,7.20980533525595e-4
67,41,7.20980533525595e-4
68,41,0
69,41,0
70,41,0
71,41,0
72,41,0
73,41,0
74,41,0
75,41,0
76,41,0
77,41,0
78,41,0
79,41,0
80,41,0
81,41,0
82,41,0
83,41,0
84,41,0
85,41,0
86,41,0
87,41,0
88,41,0
89,41,0
90,41,0
91,41,0
92,41,0
93,41,0
94,41,0
95,41,0
96,41,0
97,41,0
98,41,0
99,41,0
100,41,0
101,41,0
102,41,0
18,42,0
19,42,0
20,42,0
21,42,0
22,42,0
23,42,0
24,42,0
25,42,0
26,42,0
27,42,3.40020401224073e-4
28,42,3.40020401224073e-4
29,42,6.80040802448147e-4
30,42,3.40020401224073e-4
31,42,0.00102006120367222
32,42,0.00170010200612037
33,42,0.00476028561713703
34,42,0.00476028561713703
35,42,0.00578034682080925
36,42,0.00714042842570554
37,42,0.0149608976538592
38,42,0.0210812648758926
39,42,0.0285617137028222
40,42,0.0384223053383203
41,42,0.0605236314178851
42,42,0.0839850391023461
43,42,0.115946956817409
44,42,0.103706222373342
45,42,0.111526691601496
46,42,0.0969058143488609
47,42,0.0761645698741925
48,42,0.0561033662019721
49,42,0.0482828969738184
50,42,0.0312818769126148
51,42,0.0193811628697722
52,42,0.0234614076844611
53,42,0.0115606936416185
54,42,0.00680040802448147
55,42,0.00680040802448147
56,42,0.00442026521591296
57,42,0.00204012240734444
58,42,0.00136008160489629
59,42,0.00204012240734444
60,42,0.00238014280856851
61,42,0.00102006120367222
62,42,0.00136008160489629
63,42,0
64,42,0.00102006120367222
65,42,3.40020401224073e-4
66,42,0
67,42,6.80040802448147e-4
68,42,0
69,42,0
70,42,3.40020401224073e-4
71,42,6.80040802448147e-4
72,42,0
73,42,0
74,42,0
75,42,0
76,42,0
77,42,0
78,42,0
79,42,0
80,42,0
81,42,0
82,42,0
83,42,0
84,42,0
85,42,0
86,42,0
87,42,0
88,42,0
89,42,0
90,42,0
91,42,0
92,42,0
93,42,0
94,42,0
95,42,0
96,42,0
97,42,0
98,42,0
99,42,0
100,42,0
101,42,0
102,42,0
18,43,0
19,43,0
20,43,0
21,43,0
22,43,0
23,43,0
24,43,0
25,43,3.22893122376493e-4
26,43,0
27,43,0
28,43,6.45786244752987e-4
29,43,6.45786244752987e-4
30,43,9.6867936712948e-4
31,43,3.22893122376493e-4
32,43,0.00129157248950597
33,43,0.00226025185663545
34,43,0.00322893122376493
35,43,0.00387471746851792
36,43,0.00678075556990636
37,43,0.0119470455279303
38,43,0.0145301905069422
39,43,0.0219567323216015
40,43,0.0322893122376493
41,43,0.0384242815628027
42,43,0.0600581207620278
43,43,0.0865353567969002
44,43,0.101388440426219
45,43,0.108169195996125
46,43,0.113658379076526
47,43,0.096222150468195
48,43,0.0855666774297707
49,43,0.0568291895382628
50,43,0.0439134646432031
51,43,0.0284145947691314
52,43,0.0167904423635777
53,43,0.0219567323216015
54,43,0.0109783661608008
55,43,0.00936390054891831
56,43,0.00581207620277688
57,43,0.00322893122376493
58,43,0.00258314497901195
59,43,6.45786244752987e-4
60,43,0.00193735873425896
61,43,0.00129157248950597
62,43,6.45786244752987e-4
63,43,0.00193735873425896
64,43,3.22893122376493e-4
65,43,6.45786244752987e-4
66,43,0
67,43,0
68,43,3.22893122376493e-4
69,43,0
70,43,3.22893122376493e-4
71,43,6.45786244752987e-4
72,43,0
73,43,0
74,43,3.22893122376493e-4
75,43,0
76,43,0
77,43,0
78,43,0
79,43,0
80,43,0
81,43,0
82,43,0
83,43,0
84,43,0
85,43,0
86,43,0
87,43,0
88,43,0
89,43,0
90,43,0
91,43,0
92,43,0
93,43,0
94,43,0
95,43,0
96,43,0
97,43,0
98,43,0
99,43,0
100,43,0
101,43,0
102,43,0
18,44,0
19,44,0
20,44,0
21,44,0
22,44,0
23,44,0
24,44,0
25,44,0
26,44,3.37837837837838e-4
27,44,0
28,44,0
29,44,3.37837837837838e-4
30,44,0
31,44,3.37837837837838e-4
32,44,0.00135135135135135
33,44,0.00202702702702703
34,44,0.00168918918918919
35,44,0.0027027027027027
36,44,0.00574324324324324
37,44,0.00641891891891892
38,44,0.010472972972973
39,44,0.00675675675675676
40,44,0.0277027027027027
41,44,0.0344594594594595
42,44,0.0408783783783784
43,44,0.0601351351351351
44,44,0.0898648648648649
45,44,0.0996621621621622
46,44,0.110135135135135
47,44,0.103040540540541
48,44,0.0976351351351351
49,44,0.0861486486486487
50,44,0.0574324324324324
51,44,0.0405405405405405
52,44,0.0347972972972973
53,44,0.0280405405405405
54,44,0.0118243243243243
55,44,0.010472972972973
56,44,0.00641891891891892
57,44,0.00472972972972973
58,44,0.00540540540540541
59,44,0.00101351351351351
60,44,0.0027027027027027
61,44,0.00168918918918919
62,44,0.00101351351351351
63,44,0.00168918918918919
64,44,6.75675675675676e-4
65,44,0
66,44,0.00135135135135135
67,44,0
68,44,3.37837837837838e-4
69,44,6.75675675675676e-4
70,44,3.37837837837838e-4
71,44,0
72,44,0
73,44,0
74,44,3.37837837837838e-4
75,44,0
76,44,0
77,44,3.37837837837838e-4
78,44,0
79,44,0
80,44,3.37837837837838e-4
81,44,0
82,44,0
83,44,0
84,44,0
85,44,0
86,44,0
87,44,0
88,44,0
89,44,0
90,44,0
91,44,0
92,44,0
93,44,0
94,44,0
95,44,0
96,44,0
97,44,0
98,44,0
99,44,0
100,44,0
101,44,0
102,44,0
18,45,0
19,45,0
20,45,0
21,45,0
22,45,0
23,45,0
24,45,0
25,45,3.21957501609787e-4
26,45,0
27,45,3.21957501609787e-4
28,45,0
29,45,3.21957501609787e-4
30,45,0
31,45,3.21957501609787e-4
32,45,6.43915003219575e-4
33,45,6.43915003219575e-4
34,45,0.00321957501609787
35,45,0.00354153251770766
36,45,0.00160978750804894
37,45,0.00547327752736639
38,45,0.00740502253702511
39,45,0.0119124275595621
40,45,0.0128783000643915
41,45,0.0222150676110753
42,45,0.0321957501609788
43,45,0.0457179652285898
44,45,0.0643915003219575
45,45,0.0814552479072762
46,45,0.10656793303284
47,45,0.109143593045718
48,45,0.103670315518352
49,45,0.0943335479716677
50,45,0.0737282678686413
51,45,0.056020605280103
52,45,0.0431423052157115
53,45,0.0341274951706375
54,45,0.0283322601416613
55,45,0.0128783000643915
56,45,0.0112685125563426
57,45,0.00869285254346426
58,45,0.00579523502897618
59,45,0.0025756600128783
60,45,0.0051513200257566
61,45,0.00225370251126851
62,45,6.43915003219575e-4
63,45,0.00128783000643915
64,45,0.00193174500965873
65,45,6.43915003219575e-4
66,45,3.21957501609787e-4
67,45,3.21957501609787e-4
68,45,3.21957501609787e-4
69,45,3.21957501609787e-4
70,45,6.43915003219575e-4
71,45,3.21957501609787e-4
72,45,0
73,45,0
74,45,3.21957501609787e-4
75,45,0
76,45,0
77,45,3.21957501609787e-4
78,45,0
79,45,0
80,45,0
81,45,0
82,45,0
83,45,0
84,45,0
85,45,0
86,45,3.21957501609787e-4
87,45,0
88,45,0
89,45,0
90,45,0
91,45,0
92,45,0
93,45,0
94,45,0
95,45,0
96,45,0
97,45,0
98,45,0
99,45,0
100,45,0
101,45,0
102,45,0
18,46,0
19,46,0
20,46,0
21,46,0
22,46,0
23,46,0
24,46,0
25,46,0
26,46,0
27,46,0
28,46,0
29,46,0
30,46,3.17965023847377e-4
31,46,6.35930047694754e-4
32,46,0
33,46,9.5389507154213e-4
34,46,6.35930047694754e-4
35,46,0.00127186009538951
36,46,9.5389507154213e-4
37,46,0.00286168521462639
38,46,0.00667726550079491
39,46,0.0127186009538951
40,46,0.0117647058823529
41,46,0.0171701112877583
42,46,0.0213036565977742
43,46,0.0298887122416534
44,46,0.0375198728139905
45,46,0.0600953895071542
46,46,0.0813990461049285
47,46,0.105246422893482
48,46,0.108744038155803
49,46,0.108108108108108
50,46,0.0918918918918919
51,46,0.0810810810810811
52,46,0.0604133545310016
53,46,0.0391096979332273
54,46,0.0403815580286169
55,46,0.0228934817170111
56,46,0.0197138314785374
57,46,0.00985691573926868
58,46,0.00572337042925278
59,46,0.00604133545310016
60,46,0.00381558028616852
61,46,0.00222575516693164
62,46,0.00349761526232114
63,46,3.17965023847377e-4
64,46,3.17965023847377e-4
65,46,6.35930047694754e-4
66,46,9.5389507154213e-4
67,46,0.00158982511923688
68,46,3.17965023847377e-4
69,46,0
70,46,0
71,46,3.17965023847377e-4
72,46,0
73,46,0
74,46,0
75,46,0
76,46,3.17965023847377e-4
77,46,0
78,46,0
79,46,0
80,46,0
81,46,0
82,46,3.17965023847377e-4
83,46,0
84,46,0
85,46,0
86,46,0
87,46,0
88,46,0
89,46,0
90,46,0
91,46,0
92,46,0
93,46,0
94,46,0
95,46,0
96,46,0
97,46,0
98,46,0
99,46,0
100,46,0
101,46,0
102,46,0
18,47,0
19,47,0
20,47,0
21,47,0
22,47,0
23,47,0
24,47,0
25,47,0
26,47,0
27,47,0
28,47,3.13971742543171e-4
29,47,0
30,47,0
31,47,0
32,47,0
33,47,3.13971742543171e-4
34,47,9.41915227629513e-4
35,47,0.00125588697017268
36,47,6.27943485086342e-4
37,47,0.00376766091051805
38,47,0.0043956043956044
39,47,0.00502354788069074
40,47,0.0103610675039246
41,47,0.00753532182103611
42,47,0.0156985871271586
43,47,0.0194662480376766
44,47,0.0273155416012559
45,47,0.0376766091051805
46,47,0.0593406593406593
47,47,0.0797488226059655
48,47,0.0989010989010989
49,47,0.111459968602826
50,47,0.111145996860283
51,47,0.100470957613815
52,47,0.0832025117739403
53,47,0.060596546310832
54,47,0.0464678178963893
55,47,0.0361067503924647
56,47,0.0216640502354788
57,47,0.0182103610675039
58,47,0.010989010989011
59,47,0.00753532182103611
60,47,0.00470957613814757
61,47,0.00282574568288854
62,47,0.00188383045525903
63,47,0.00125588697017268
64,47,0.00156985871271586
65,47,0.00188383045525903
66,47,3.13971742543171e-4
67,47,6.27943485086342e-4
68,47,6.27943485086342e-4
69,47,9.41915227629513e-4
70,47,3.13971742543171e-4
71,47,3.13971742543171e-4
72,47,6.27943485086342e-4
73,47,3.13971742543171e-4
74,47,3.13971742543171e-4
75,47,0
76,47,0
77,47,0
78,47,3.13971742543171e-4
79,47,3.13971742543171e-4
80,47,0
81,47,0
82,47,0
83,47,0
84,47,3.13971742543171e-4
85,47,0
86,47,0
87,47,0
88,47,0
89,47,0
90,47,0
91,47,0
92,47,0
93,47,0
94,47,0
95,47,0
96,47,0
97,47,0
98,47,0
99,47,0
100,47,0
101,47,0
102,47,0
18,48,0
19,48,0
20,48,0
21,48,0
22,48,0
23,48,0
24,48,0
25,48,0
26,48,0
27,48,0
28,48,0
29,48,0
30,48,0
31,48,6.16903146206046e-4
32,48,0
33,48,3.08451573103023e-4
34,48,9.25354719309068e-4
35,48,0.00154225786551511
36,48,0.00123380629241209
37,48,0.00123380629241209
38,48,0.00246761258482418
39,48,0.00370141887723627
40,48,0.00524367674275139
41,48,0.00832819247378162
42,48,0.0148056755089451
43,48,0.0144972239358421
44,48,0.0231338679827267
45,48,0.0262183837137569
46,48,0.0376310919185688
47,48,0.0502776064157927
48,48,0.0761875385564466
49,48,0.104873534855028
50,48,0.107649599012955
51,48,0.110117211597779
52,48,0.0993214065391734
53,48,0.0882171499074645
54,48,0.0626156693399136
55,48,0.0422578655151141
56,48,0.0370141887723627
57,48,0.0206662553979025
58,48,0.0166563849475632
59,48,0.0111042566317088
60,48,0.00616903146206046
61,48,0.00863664404688464
62,48,0.00308451573103023
63,48,0.00370141887723627
64,48,0.00123380629241209
65,48,0.00154225786551511
66,48,3.08451573103023e-4
67,48,0.00154225786551511
68,48,9.25354719309068e-4
69,48,9.25354719309068e-4
70,48,0
71,48,3.08451573103023e-4
72,48,0
73,48,9.25354719309068e-4
74,48,0
75,48,0
76,48,0
77,48,3.08451573103023e-4
78,48,6.16903146206046e-4
79,48,0
80,48,3.08451573103023e-4
81,48,0
82,48,3.08451573103023e-4
83,48,0
84,48,0
85,48,0
86,48,0
87,48,0
88,48,0
89,48,0
90,48,0
91,48,0
92,48,0
93,48,3.08451573103023e-4
94,48,0
95,48,0
96,48,0
97,48,0
98,48,0
99,48,0
100,48,0
101,48,0
102,48,0
18,49,0
19,49,0
20,49,0
21,49,0
22,49,0
23,49,0
24,49,0
25,49,0
26,49,3.10462589257994e-4
27,49,0
28,49,0
29,49,0
30,49,0
31,49,3.10462589257994e-4
32,49,0
33,49,0
34,49,6.20925178515989e-4
35,49,6.20925178515989e-4
36,49,3.10462589257994e-4
37,49,0.00093138776777398305
38,49,0.00217323812480596
39,49,0.00155231294628997
40,49,0.00341508848183794
41,49,0.00372555107109593
42,49,0.00683017696367588
43,49,0.00993480285625582
44,49,0.0124185035703198
45,49,0.0195591431232536
46,49,0.0248370071406396
47,49,0.0357031977646694
48,49,0.0602297423160509
49,49,0.0844458242781745
50,49,0.104936355169202
51,49,0.106488668115492
52,49,0.11300838248991
53,49,0.107420055883266
54,49,0.0788574976715306
55,49,0.0692331574045328
56,49,0.0388078236572493
57,49,0.0310462589257994
58,49,0.0254579323191555
59,49,0.0164545172306737
60,49,0.0111766532132878
61,49,0.00620925178515989
62,49,0.00620925178515989
63,49,0.00496740142812791
64,49,0.00248370071406396
65,49,0.00093138776777398305
66,49,0.00248370071406396
67,49,0.00155231294628997
68,49,0.00124185035703198
69,49,6.20925178515989e-4
70,49,3.10462589257994e-4
71,49,6.20925178515989e-4
72,49,3.10462589257994e-4
73,49,3.10462589257994e-4
74,49,0
75,49,3.10462589257994e-4
76,49,3.10462589257994e-4
77,49,0
78,49,3.10462589257994e-4
79,49,0
80,49,0
81,49,0
82,49,0
83,49,0
84,49,0
85,49,0
86,49,0
87,49,0
88,49,0
89,49,0
90,49,0
91,49,0
92,49,0
93,49,0
94,49,0
95,49,0
96,49,0
97,49,0
98,49,0
99,49,0
100,49,0
101,49,0
102,49,0
18,50,0
19,50,0
20,50,0
21,50,0
22,50,0
23,50,0
24,50,0
25,50,0
26,50,0
27,50,0
28,50,0
29,50,0
30,50,0
31,50,3.15457413249211e-4
32,50,0
33,50,0
34,50,6.30914826498423e-4
35,50,0
36,50,0
37,50,9.46372239747634e-4
38,50,9.46372239747634e-4
39,50,0.00252365930599369
40,50,0.00315457413249211
41,50,0.0028391167192429
42,50,0.00599369085173502
43,50,0.0056782334384858
44,50,0.0113564668769716
45,50,0.0148264984227129
46,50,0.0141955835962145
47,50,0.0220820189274448
48,50,0.0365930599369085
49,50,0.056782334384858
50,50,0.0763406940063091
51,50,0.106309148264984
52,50,0.110725552050473
53,50,0.120820189274448
54,50,0.0962145110410095
55,50,0.0782334384858044
56,50,0.0627760252365931
57,50,0.0580441640378549
58,50,0.0334384858044164
59,50,0.0227129337539432
60,50,0.0154574132492114
61,50,0.0100946372239748
62,50,0.00599369085173502
63,50,0.00347003154574132
64,50,0.00410094637223975
65,50,0.00473186119873817
66,50,0.00157728706624606
67,50,0.00315457413249211
68,50,6.30914826498423e-4
69,50,0.00157728706624606
70,50,0.00126182965299685
71,50,0.00126182965299685
72,50,0
73,50,9.46372239747634e-4
74,50,0
75,50,3.15457413249211e-4
76,50,0
77,50,0
78,50,3.15457413249211e-4
79,50,3.15457413249211e-4
80,50,0
81,50,0
82,50,3.15457413249211e-4
83,50,0
84,50,0
85,50,0
86,50,0
87,50,0
88,50,0
89,50,0
90,50,0
91,50,0
92,50,0
93,50,0
94,50,0
95,50,0
96,50,0
97,50,0
98,50,0
99,50,0
100,50,0
101,50,0
102,50,0
18,51,0
19,51,0
20,51,0
21,51,0
22,51,0
23,51,0
24,51,0
25,51,0
26,51,0
27,51,0
28,51,0
29,51,0
30,51,0
31,51,0
32,51,0
33,51,3.02388872089507e-4
34,51,3.02388872089507e-4
35,51,0
36,51,3.02388872089507e-4
37,51,0
38,51,0.00211672210462655
39,51,0.00211672210462655
40,51,0.00151194436044754
41,51,0.00272149984880556
42,51,0.00362866646507408
43,51,0.00544299969761113
44,51,0.00514061082552162
45,51,0.00907166616268521
46,51,0.0127003326277593
47,51,0.0205624433020865
48,51,0.0205624433020865
49,51,0.0332627759298458
50,51,0.0541276081040218
51,51,0.0783187178711823
52,51,0.0964620501965528
53,51,0.120048382219534
54,51,0.109162382824312
55,51,0.114605382521923
56,51,0.0810402177199879
57,51,0.0641064408829755
58,51,0.0529180526156637
59,51,0.0305412760810402
60,51,0.0217719987904445
61,51,0.0184457211974599
62,51,0.0102812216510432
63,51,0.00786211067432719
64,51,0.00393105533716359
65,51,0.00453583308134261
66,51,0.00332627759298458
67,51,0.00241911097671606
68,51,9.07166616268521e-4
69,51,6.04777744179014e-4
70,51,0.00120955548835803
71,51,9.07166616268521e-4
72,51,6.04777744179014e-4
73,51,3.02388872089507e-4
74,51,9.07166616268521e-4
75,51,0
76,51,0
77,51,0
78,51,0
79,51,6.04777744179014e-4
80,51,3.02388872089507e-4
81,51,0
82,51,0
83,51,0
84,51,0
85,51,0
86,51,0
87,51,0
88,51,0
89,51,0
90,51,0
91,51,0
92,51,0
93,51,0
94,51,0
95,51,0
96,51,0
97,51,0
98,51,0
99,51,0
100,51,0
101,51,0
102,51,0
18,52,0
19,52,0
20,52,0
21,52,0
22,52,0
23,52,0
24,52,0
25,52,0
26,52,0
27,52,0
28,52,0
29,52,0
30,52,0
31,52,0
32,52,0
33,52,0
34,52,0
35,52,0
36,52,3.03398058252427e-4
37,52,6.06796116504854e-4
38,52,3.03398058252427e-4
39,52,9.10194174757282e-4
40,52,9.10194174757282e-4
41,52,0.00242718446601942
42,52,0.0033373786407767
43,52,0.00273058252427184
44,52,0.00606796116504854
45,52,0.00637135922330097
46,52,0.0100121359223301
47,52,0.00970873786407767
48,52,0.0203276699029126
49,52,0.0194174757281553
50,52,0.0321601941747573
51,52,0.0509708737864078
52,52,0.0810072815533981
53,52,0.111650485436893
54,52,0.119235436893204
55,52,0.102245145631068
56,52,0.10618932038835
57,52,0.0804004854368932
58,52,0.0664441747572816
59,52,0.0564320388349515
60,52,0.037621359223301
61,52,0.020631067961165
62,52,0.0133495145631068
63,52,0.0121359223300971
64,52,0.00758495145631068
65,52,0.00424757281553398
66,52,0.00364077669902913
67,52,0.00242718446601942
68,52,9.10194174757282e-4
69,52,9.10194174757282e-4
70,52,0.00121359223300971
71,52,0.00151699029126214
72,52,0.00121359223300971
73,52,3.03398058252427e-4
74,52,3.03398058252427e-4
75,52,6.06796116504854e-4
76,52,0
77,52,0
78,52,6.06796116504854e-4
79,52,0
80,52,0
81,52,0
82,52,0
83,52,3.03398058252427e-4
84,52,0
85,52,0
86,52,0
87,52,0
88,52,0
89,52,0
90,52,0
91,52,0
92,52,0
93,52,0
94,52,0
95,52,0
96,52,3.03398058252427e-4
97,52,0
98,52,0
99,52,0
100,52,0
101,52,0
102,52,0
18,53,0
19,53,0
20,53,0
21,53,0
22,53,0
23,53,0
24,53,0
25,53,0
26,53,0
27,53,0
28,53,0
29,53,0
30,53,0
31,53,0
32,53,0
33,53,2.95333727111636e-4
34,53,2.95333727111636e-4
35,53,0
36,53,5.90667454223272e-4
37,53,2.95333727111636e-4
38,53,5.90667454223272e-4
39,53,2.95333727111636e-4
40,53,0.00147666863555818
41,53,5.90667454223272e-4
42,53,0.00265800354400473
43,53,0.00295333727111636
44,53,0.00265800354400473
45,53,0.00443000590667454
46,53,0.00708800945067927
47,53,0.00767867690490254
48,53,0.0112226816302422
49,53,0.0168340224453633
50,53,0.0215593620791494
51,53,0.0321913762551683
52,53,0.0587714116952156
53,53,0.0847607796810396
54,53,0.108092144122859
55,53,0.113408151210868
56,53,0.11547548730065
57,53,0.100413467217956
58,53,0.080330773774365
59,53,0.0643827525103367
60,53,0.0466627288836385
61,53,0.0316007088009451
62,53,0.0271707028942705
63,53,0.0153573538098051
64,53,0.0115180153573538
65,53,0.0073833431777909
66,53,0.00531600708800945
67,53,0.00354400472533963
68,53,0.003248670998228
69,53,0.00236266981689309
70,53,0.00118133490844654
71,53,0.00118133490844654
72,53,2.95333727111636e-4
73,53,2.95333727111636e-4
74,53,2.95333727111636e-4
75,53,5.90667454223272e-4
76,53,2.95333727111636e-4
77,53,5.90667454223272e-4
78,53,2.95333727111636e-4
79,53,5.90667454223272e-4
80,53,2.95333727111636e-4
81,53,0
82,53,2.95333727111636e-4
83,53,0
84,53,0
85,53,2.95333727111636e-4
86,53,0
87,53,0
88,53,0
89,53,0
90,53,0
91,53,0
92,53,0
93,53,0
94,53,0
95,53,0
96,53,0
97,53,0
98,53,0
99,53,0
100,53,0
101,53,0
102,53,0
18,54,0
19,54,0
20,54,0
21,54,0
22,54,0
23,54,2.94724432655467e-4
24,54,0
25,54,0
26,54,0
27,54,2.94724432655467e-4
28,54,0
29,54,0
30,54,0
31,54,0
32,54,0
33,54,0
34,54,2.94724432655467e-4
35,54,0
36,54,2.94724432655467e-4
37,54,8.84173297966401e-4
38,54,8.84173297966401e-4
39,54,2.94724432655467e-4
40,54,0
41,54,8.84173297966401e-4
42,54,2.94724432655467e-4
43,54,0.00117889773062187
44,54,0.00147362216327734
45,54,0.00324196875921014
46,54,0.00471559092248747
47,54,0.00353669319186561
48,54,0.00707338638373121
49,54,0.0123784261715296
50,54,0.0165045682287062
51,54,0.0206307102858827
52,54,0.0344827586206897
53,54,0.0524609490126732
54,54,0.0757441791924551
55,54,0.099027409372237
56,54,0.111700559976422
57,54,0.114647804302977
58,54,0.0981432360742706
59,54,0.0910698496905393
60,54,0.0686707928087238
61,54,0.0515767757147068
62,54,0.0415561450044209
63,54,0.0285882699675803
64,54,0.0185676392572944
65,54,0.0123784261715296
66,54,0.00884173297966401
67,54,0.00559976422045388
68,54,0.00353669319186561
69,54,0.00294724432655467
70,54,0.00147362216327734
71,54,5.89448865310934e-4
72,54,5.89448865310934e-4
73,54,5.89448865310934e-4
74,54,0
75,54,8.84173297966401e-4
76,54,2.94724432655467e-4
77,54,2.94724432655467e-4
78,54,0
79,54,0
80,54,2.94724432655467e-4
81,54,0
82,54,2.94724432655467e-4
83,54,0
84,54,0
85,54,0
86,54,0
87,54,0
88,54,0
89,54,0
90,54,0
91,54,0
92,54,0
93,54,0
94,54,0
95,54,0
96,54,0
97,54,0
98,54,0
99,54,0
100,54,0
101,54,0
102,54,0
18,55,0
19,55,0
20,55,0
21,55,0
22,55,0
23,55,0
24,55,0
25,55,0
26,55,0
27,55,0
28,55,0
29,55,0
30,55,0
31,55,0
32,55,0
33,55,0
34,55,0
35,55,0
36,55,0
37,55,0
38,55,0
39,55,3.0229746070133e-4
40,55,6.0459492140266e-4
41,55,3.0229746070133e-4
42,55,9.0689238210399e-4
43,55,0.00151148730350665
44,55,9.0689238210399e-4
45,55,0.00272067714631197
46,55,0.00332527206771463
47,55,0.00392986698911729
48,55,0.00634824667472793
49,55,0.00997581620314389
50,55,0.00785973397823458
51,55,0.0163240628778718
52,55,0.0172309552599758
53,55,0.0305320435308343
54,55,0.0619709794437727
55,55,0.0764812575574365
56,55,0.104292623941959
57,55,0.105804111245466
58,55,0.113059250302297
59,55,0.103385731559855
60,55,0.0828295042321644
61,55,0.0704353083434099
62,55,0.0504836759371221
63,55,0.0435308343409915
64,55,0.027509068923821
65,55,0.0184401451027811
66,55,0.00876662636033857
